"Basename","year","month","day","hour","class","method","count"
"Trufor_190501-0603_Scan5_197",2019,5,1,6,"enchytraeidae","automated",4
"Trufor_190501-0603_Scan5_197",2019,5,1,6,"enchytraeidae","manual",16
"Trufor_190501-0603_Scan5_197",2019,5,1,6,"mesostigmata","automated",1
"Trufor_190501-0603_Scan5_197",2019,5,1,6,"mesostigmata","manual",0
"Trufor_190501-0603_Scan5_197",2019,5,1,6,"poduromorpha","automated",1
"Trufor_190501-0603_Scan5_197",2019,5,1,6,"poduromorpha","manual",0
"Trufor_190501-0603_Scan5_197",2019,5,1,6,"root","automated",4
"Trufor_190501-0603_Scan5_197",2019,5,1,6,"root","manual",0
"Trufor_190501-0603_Scan5_197",2019,5,1,6,"symphyla","automated",1
"Trufor_190501-0603_Scan5_197",2019,5,1,6,"symphyla","manual",2
"Trufor_190501-0603_Scan5_197",2019,5,1,6,"unknown","automated",2
"Trufor_190501-0603_Scan5_197",2019,5,1,6,"unknown","manual",0
"Trufor_190501-1203_Scan5_198",2019,5,1,12,"acari","automated",1
"Trufor_190501-1203_Scan5_198",2019,5,1,12,"acari","manual",0
"Trufor_190501-1203_Scan5_198",2019,5,1,12,"enchytraeidae","automated",6
"Trufor_190501-1203_Scan5_198",2019,5,1,12,"enchytraeidae","manual",22
"Trufor_190501-1203_Scan5_198",2019,5,1,12,"root","automated",1
"Trufor_190501-1203_Scan5_198",2019,5,1,12,"root","manual",0
"Trufor_190501-1203_Scan5_198",2019,5,1,12,"symphyla","automated",1
"Trufor_190501-1203_Scan5_198",2019,5,1,12,"symphyla","manual",2
"Trufor_190501-1203_Scan5_198",2019,5,1,12,"unknown","automated",8
"Trufor_190501-1203_Scan5_198",2019,5,1,12,"unknown","manual",0
"Trufor_190501-1803_Scan5_199",2019,5,1,18,"acari","automated",1
"Trufor_190501-1803_Scan5_199",2019,5,1,18,"acari","manual",0
"Trufor_190501-1803_Scan5_199",2019,5,1,18,"enchytraeidae","automated",1
"Trufor_190501-1803_Scan5_199",2019,5,1,18,"enchytraeidae","manual",11
"Trufor_190501-1803_Scan5_199",2019,5,1,18,"root","automated",1
"Trufor_190501-1803_Scan5_199",2019,5,1,18,"root","manual",0
"Trufor_190501-1803_Scan5_199",2019,5,1,18,"symphyla","automated",1
"Trufor_190501-1803_Scan5_199",2019,5,1,18,"symphyla","manual",1
"Trufor_190501-1803_Scan5_199",2019,5,1,18,"trombidiformes","automated",1
"Trufor_190501-1803_Scan5_199",2019,5,1,18,"trombidiformes","manual",0
"Trufor_190501-1803_Scan5_199",2019,5,1,18,"unknown","automated",4
"Trufor_190501-1803_Scan5_199",2019,5,1,18,"unknown","manual",0
"Trufor_190502-0003_Scan5_200",2019,5,2,0,"enchytraeidae","automated",4
"Trufor_190502-0003_Scan5_200",2019,5,2,0,"enchytraeidae","manual",14
"Trufor_190502-0003_Scan5_200",2019,5,2,0,"lumbricidae","automated",1
"Trufor_190502-0003_Scan5_200",2019,5,2,0,"lumbricidae","manual",1
"Trufor_190502-0003_Scan5_200",2019,5,2,0,"root","automated",2
"Trufor_190502-0003_Scan5_200",2019,5,2,0,"root","manual",0
"Trufor_190502-0003_Scan5_200",2019,5,2,0,"symphyla","automated",2
"Trufor_190502-0003_Scan5_200",2019,5,2,0,"symphyla","manual",3
"Trufor_190502-0003_Scan5_200",2019,5,2,0,"unknown","automated",4
"Trufor_190502-0003_Scan5_200",2019,5,2,0,"unknown","manual",1
"Trufor_190502-0603_Scan5_201",2019,5,2,6,"enchytraeidae","automated",2
"Trufor_190502-0603_Scan5_201",2019,5,2,6,"enchytraeidae","manual",11
"Trufor_190502-0603_Scan5_201",2019,5,2,6,"lumbricidae","automated",1
"Trufor_190502-0603_Scan5_201",2019,5,2,6,"lumbricidae","manual",0
"Trufor_190502-0603_Scan5_201",2019,5,2,6,"root","automated",1
"Trufor_190502-0603_Scan5_201",2019,5,2,6,"root","manual",0
"Trufor_190502-0603_Scan5_201",2019,5,2,6,"symphyla","automated",1
"Trufor_190502-0603_Scan5_201",2019,5,2,6,"symphyla","manual",1
"Trufor_190502-0603_Scan5_201",2019,5,2,6,"unknown","automated",1
"Trufor_190502-0603_Scan5_201",2019,5,2,6,"unknown","manual",0
"Trufor_190502-1203_Scan5_202",2019,5,2,12,"acari","automated",1
"Trufor_190502-1203_Scan5_202",2019,5,2,12,"acari","manual",1
"Trufor_190502-1203_Scan5_202",2019,5,2,12,"enchytraeidae","automated",2
"Trufor_190502-1203_Scan5_202",2019,5,2,12,"enchytraeidae","manual",13
"Trufor_190502-1203_Scan5_202",2019,5,2,12,"root","automated",2
"Trufor_190502-1203_Scan5_202",2019,5,2,12,"root","manual",0
"Trufor_190502-1203_Scan5_202",2019,5,2,12,"symphyla","automated",2
"Trufor_190502-1203_Scan5_202",2019,5,2,12,"symphyla","manual",2
"Trufor_190502-1203_Scan5_202",2019,5,2,12,"unknown","automated",3
"Trufor_190502-1203_Scan5_202",2019,5,2,12,"unknown","manual",0
"Trufor_190502-1803_Scan5_203",2019,5,2,18,"acari","automated",1
"Trufor_190502-1803_Scan5_203",2019,5,2,18,"acari","manual",0
"Trufor_190502-1803_Scan5_203",2019,5,2,18,"enchytraeidae","automated",10
"Trufor_190502-1803_Scan5_203",2019,5,2,18,"enchytraeidae","manual",17
"Trufor_190502-1803_Scan5_203",2019,5,2,18,"poduromorpha","automated",1
"Trufor_190502-1803_Scan5_203",2019,5,2,18,"poduromorpha","manual",0
"Trufor_190502-1803_Scan5_203",2019,5,2,18,"root","automated",2
"Trufor_190502-1803_Scan5_203",2019,5,2,18,"root","manual",0
"Trufor_190502-1803_Scan5_203",2019,5,2,18,"symphyla","automated",1
"Trufor_190502-1803_Scan5_203",2019,5,2,18,"symphyla","manual",1
"Trufor_190502-1803_Scan5_203",2019,5,2,18,"unknown","automated",3
"Trufor_190502-1803_Scan5_203",2019,5,2,18,"unknown","manual",0
"Trufor_190503-0003_Scan5_204",2019,5,3,0,"enchytraeidae","automated",2
"Trufor_190503-0003_Scan5_204",2019,5,3,0,"enchytraeidae","manual",12
"Trufor_190503-0003_Scan5_204",2019,5,3,0,"mesostigmata","automated",1
"Trufor_190503-0003_Scan5_204",2019,5,3,0,"mesostigmata","manual",0
"Trufor_190503-0003_Scan5_204",2019,5,3,0,"root","automated",3
"Trufor_190503-0003_Scan5_204",2019,5,3,0,"root","manual",0
"Trufor_190503-0003_Scan5_204",2019,5,3,0,"trombidiformes","automated",1
"Trufor_190503-0003_Scan5_204",2019,5,3,0,"trombidiformes","manual",0
"Trufor_190503-0003_Scan5_204",2019,5,3,0,"unknown","automated",5
"Trufor_190503-0003_Scan5_204",2019,5,3,0,"unknown","manual",1
"Trufor_190503-0603_Scan5_205",2019,5,3,6,"acari","automated",1
"Trufor_190503-0603_Scan5_205",2019,5,3,6,"acari","manual",1
"Trufor_190503-0603_Scan5_205",2019,5,3,6,"enchytraeidae","automated",6
"Trufor_190503-0603_Scan5_205",2019,5,3,6,"enchytraeidae","manual",14
"Trufor_190503-0603_Scan5_205",2019,5,3,6,"formicidae","automated",1
"Trufor_190503-0603_Scan5_205",2019,5,3,6,"formicidae","manual",0
"Trufor_190503-0603_Scan5_205",2019,5,3,6,"root","automated",2
"Trufor_190503-0603_Scan5_205",2019,5,3,6,"root","manual",0
"Trufor_190503-0603_Scan5_205",2019,5,3,6,"symphyla","automated",1
"Trufor_190503-0603_Scan5_205",2019,5,3,6,"symphyla","manual",2
"Trufor_190503-0603_Scan5_205",2019,5,3,6,"trombidiformes","automated",2
"Trufor_190503-0603_Scan5_205",2019,5,3,6,"trombidiformes","manual",0
"Trufor_190503-0603_Scan5_205",2019,5,3,6,"unknown","automated",7
"Trufor_190503-0603_Scan5_205",2019,5,3,6,"unknown","manual",0
"Trufor_190503-1203_Scan5_206",2019,5,3,12,"enchytraeidae","automated",4
"Trufor_190503-1203_Scan5_206",2019,5,3,12,"enchytraeidae","manual",12
"Trufor_190503-1203_Scan5_206",2019,5,3,12,"mesostigmata","automated",1
"Trufor_190503-1203_Scan5_206",2019,5,3,12,"mesostigmata","manual",0
"Trufor_190503-1203_Scan5_206",2019,5,3,12,"multi_taxa","automated",1
"Trufor_190503-1203_Scan5_206",2019,5,3,12,"multi_taxa","manual",0
"Trufor_190503-1203_Scan5_206",2019,5,3,12,"symphyla","automated",1
"Trufor_190503-1203_Scan5_206",2019,5,3,12,"symphyla","manual",1
"Trufor_190503-1203_Scan5_206",2019,5,3,12,"unknown","automated",3
"Trufor_190503-1203_Scan5_206",2019,5,3,12,"unknown","manual",0
"Trufor_190503-1803_Scan5_207",2019,5,3,18,"enchytraeidae","automated",4
"Trufor_190503-1803_Scan5_207",2019,5,3,18,"enchytraeidae","manual",11
"Trufor_190503-1803_Scan5_207",2019,5,3,18,"mesostigmata","automated",1
"Trufor_190503-1803_Scan5_207",2019,5,3,18,"mesostigmata","manual",0
"Trufor_190503-1803_Scan5_207",2019,5,3,18,"root","automated",1
"Trufor_190503-1803_Scan5_207",2019,5,3,18,"root","manual",0
"Trufor_190503-1803_Scan5_207",2019,5,3,18,"unknown","automated",1
"Trufor_190503-1803_Scan5_207",2019,5,3,18,"unknown","manual",0
"Trufor_190504-0003_Scan5_208",2019,5,4,0,"enchytraeidae","automated",2
"Trufor_190504-0003_Scan5_208",2019,5,4,0,"enchytraeidae","manual",13
"Trufor_190504-0003_Scan5_208",2019,5,4,0,"root","automated",5
"Trufor_190504-0003_Scan5_208",2019,5,4,0,"root","manual",0
"Trufor_190504-0003_Scan5_208",2019,5,4,0,"som","automated",1
"Trufor_190504-0003_Scan5_208",2019,5,4,0,"som","manual",0
"Trufor_190504-0003_Scan5_208",2019,5,4,0,"symphyla","automated",1
"Trufor_190504-0003_Scan5_208",2019,5,4,0,"symphyla","manual",1
"Trufor_190504-0003_Scan5_208",2019,5,4,0,"unknown","automated",2
"Trufor_190504-0003_Scan5_208",2019,5,4,0,"unknown","manual",0
"Trufor_190504-0603_Scan5_209",2019,5,4,6,"enchytraeidae","automated",3
"Trufor_190504-0603_Scan5_209",2019,5,4,6,"enchytraeidae","manual",10
"Trufor_190504-0603_Scan5_209",2019,5,4,6,"root","automated",2
"Trufor_190504-0603_Scan5_209",2019,5,4,6,"root","manual",0
"Trufor_190504-0603_Scan5_209",2019,5,4,6,"unknown","automated",1
"Trufor_190504-0603_Scan5_209",2019,5,4,6,"unknown","manual",0
"Trufor_190504-1203_Scan5_210",2019,5,4,12,"enchytraeidae","automated",2
"Trufor_190504-1203_Scan5_210",2019,5,4,12,"enchytraeidae","manual",9
"Trufor_190504-1203_Scan5_210",2019,5,4,12,"unknown","automated",2
"Trufor_190504-1203_Scan5_210",2019,5,4,12,"unknown","manual",0
"Trufor_190504-1803_Scan5_211",2019,5,4,18,"enchytraeidae","automated",2
"Trufor_190504-1803_Scan5_211",2019,5,4,18,"enchytraeidae","manual",10
"Trufor_190504-1803_Scan5_211",2019,5,4,18,"root","automated",2
"Trufor_190504-1803_Scan5_211",2019,5,4,18,"root","manual",0
"Trufor_190504-1803_Scan5_211",2019,5,4,18,"unknown","automated",8
"Trufor_190504-1803_Scan5_211",2019,5,4,18,"unknown","manual",0
"Trufor_190505-0003_Scan5_212",2019,5,5,0,"enchytraeidae","automated",2
"Trufor_190505-0003_Scan5_212",2019,5,5,0,"enchytraeidae","manual",8
"Trufor_190505-0003_Scan5_212",2019,5,5,0,"julida","automated",1
"Trufor_190505-0003_Scan5_212",2019,5,5,0,"julida","manual",0
"Trufor_190505-0003_Scan5_212",2019,5,5,0,"root","automated",2
"Trufor_190505-0003_Scan5_212",2019,5,5,0,"root","manual",0
"Trufor_190505-0003_Scan5_212",2019,5,5,0,"symphyla","automated",1
"Trufor_190505-0003_Scan5_212",2019,5,5,0,"symphyla","manual",1
"Trufor_190505-0003_Scan5_212",2019,5,5,0,"unknown","automated",3
"Trufor_190505-0003_Scan5_212",2019,5,5,0,"unknown","manual",0
"Trufor_190505-0603_Scan5_213",2019,5,5,6,"enchytraeidae","automated",9
"Trufor_190505-0603_Scan5_213",2019,5,5,6,"enchytraeidae","manual",10
"Trufor_190505-0603_Scan5_213",2019,5,5,6,"julida","automated",1
"Trufor_190505-0603_Scan5_213",2019,5,5,6,"julida","manual",0
"Trufor_190505-0603_Scan5_213",2019,5,5,6,"mesostigmata","automated",1
"Trufor_190505-0603_Scan5_213",2019,5,5,6,"mesostigmata","manual",0
"Trufor_190505-0603_Scan5_213",2019,5,5,6,"poduromorpha","automated",1
"Trufor_190505-0603_Scan5_213",2019,5,5,6,"poduromorpha","manual",0
"Trufor_190505-0603_Scan5_213",2019,5,5,6,"root","automated",1
"Trufor_190505-0603_Scan5_213",2019,5,5,6,"root","manual",0
"Trufor_190505-0603_Scan5_213",2019,5,5,6,"unknown","automated",4
"Trufor_190505-0603_Scan5_213",2019,5,5,6,"unknown","manual",0
"Trufor_190505-1203_Scan5_214",2019,5,5,12,"acari","automated",1
"Trufor_190505-1203_Scan5_214",2019,5,5,12,"acari","manual",0
"Trufor_190505-1203_Scan5_214",2019,5,5,12,"enchytraeidae","automated",7
"Trufor_190505-1203_Scan5_214",2019,5,5,12,"enchytraeidae","manual",15
"Trufor_190505-1203_Scan5_214",2019,5,5,12,"julida","automated",1
"Trufor_190505-1203_Scan5_214",2019,5,5,12,"julida","manual",0
"Trufor_190505-1803_Scan5_215",2019,5,5,18,"enchytraeidae","automated",8
"Trufor_190505-1803_Scan5_215",2019,5,5,18,"enchytraeidae","manual",14
"Trufor_190505-1803_Scan5_215",2019,5,5,18,"mesostigmata","automated",1
"Trufor_190505-1803_Scan5_215",2019,5,5,18,"mesostigmata","manual",0
"Trufor_190505-1803_Scan5_215",2019,5,5,18,"root","automated",2
"Trufor_190505-1803_Scan5_215",2019,5,5,18,"root","manual",0
"Trufor_190505-1803_Scan5_215",2019,5,5,18,"trombidiformes","automated",2
"Trufor_190505-1803_Scan5_215",2019,5,5,18,"trombidiformes","manual",0
"Trufor_190505-1803_Scan5_215",2019,5,5,18,"unknown","automated",3
"Trufor_190505-1803_Scan5_215",2019,5,5,18,"unknown","manual",0
"Trufor_190506-0003_Scan5_216",2019,5,6,0,"enchytraeidae","automated",5
"Trufor_190506-0003_Scan5_216",2019,5,6,0,"enchytraeidae","manual",9
"Trufor_190506-0003_Scan5_216",2019,5,6,0,"unknown","automated",3
"Trufor_190506-0003_Scan5_216",2019,5,6,0,"unknown","manual",0
"Trufor_190506-0603_Scan5_217",2019,5,6,6,"enchytraeidae","automated",7
"Trufor_190506-0603_Scan5_217",2019,5,6,6,"enchytraeidae","manual",18
"Trufor_190506-0603_Scan5_217",2019,5,6,6,"isopoda","automated",1
"Trufor_190506-0603_Scan5_217",2019,5,6,6,"isopoda","manual",1
"Trufor_190506-0603_Scan5_217",2019,5,6,6,"poduromorpha","automated",1
"Trufor_190506-0603_Scan5_217",2019,5,6,6,"poduromorpha","manual",0
"Trufor_190506-0603_Scan5_217",2019,5,6,6,"unknown","automated",2
"Trufor_190506-0603_Scan5_217",2019,5,6,6,"unknown","manual",0
"Trufor_190506-1203_Scan5_218",2019,5,6,12,"enchytraeidae","automated",5
"Trufor_190506-1203_Scan5_218",2019,5,6,12,"enchytraeidae","manual",6
"Trufor_190506-1203_Scan5_218",2019,5,6,12,"symphyla","automated",1
"Trufor_190506-1203_Scan5_218",2019,5,6,12,"symphyla","manual",1
"Trufor_190506-1203_Scan5_218",2019,5,6,12,"trombidiformes","automated",1
"Trufor_190506-1203_Scan5_218",2019,5,6,12,"trombidiformes","manual",0
"Trufor_190506-1203_Scan5_218",2019,5,6,12,"unknown","automated",4
"Trufor_190506-1203_Scan5_218",2019,5,6,12,"unknown","manual",0
"Trufor_190506-1803_Scan5_219",2019,5,6,18,"acari","automated",1
"Trufor_190506-1803_Scan5_219",2019,5,6,18,"acari","manual",0
"Trufor_190506-1803_Scan5_219",2019,5,6,18,"enchytraeidae","automated",3
"Trufor_190506-1803_Scan5_219",2019,5,6,18,"enchytraeidae","manual",7
"Trufor_190506-1803_Scan5_219",2019,5,6,18,"root","automated",2
"Trufor_190506-1803_Scan5_219",2019,5,6,18,"root","manual",0
"Trufor_190506-1803_Scan5_219",2019,5,6,18,"unknown","automated",1
"Trufor_190506-1803_Scan5_219",2019,5,6,18,"unknown","manual",1
"Trufor_190507-0003_Scan5_220",2019,5,7,0,"acari","automated",1
"Trufor_190507-0003_Scan5_220",2019,5,7,0,"acari","manual",0
"Trufor_190507-0003_Scan5_220",2019,5,7,0,"enchytraeidae","automated",2
"Trufor_190507-0003_Scan5_220",2019,5,7,0,"enchytraeidae","manual",8
"Trufor_190507-0003_Scan5_220",2019,5,7,0,"isopoda","automated",1
"Trufor_190507-0003_Scan5_220",2019,5,7,0,"isopoda","manual",0
"Trufor_190507-0003_Scan5_220",2019,5,7,0,"mesostigmata","automated",1
"Trufor_190507-0003_Scan5_220",2019,5,7,0,"mesostigmata","manual",0
"Trufor_190507-0003_Scan5_220",2019,5,7,0,"root","automated",3
"Trufor_190507-0003_Scan5_220",2019,5,7,0,"root","manual",0
"Trufor_190507-0003_Scan5_220",2019,5,7,0,"symphyla","automated",1
"Trufor_190507-0003_Scan5_220",2019,5,7,0,"symphyla","manual",1
"Trufor_190507-0003_Scan5_220",2019,5,7,0,"unknown","automated",1
"Trufor_190507-0003_Scan5_220",2019,5,7,0,"unknown","manual",0
"Trufor_190507-0603_Scan5_221",2019,5,7,6,"enchytraeidae","automated",4
"Trufor_190507-0603_Scan5_221",2019,5,7,6,"enchytraeidae","manual",14
"Trufor_190507-0603_Scan5_221",2019,5,7,6,"lumbricidae","automated",1
"Trufor_190507-0603_Scan5_221",2019,5,7,6,"lumbricidae","manual",1
"Trufor_190507-0603_Scan5_221",2019,5,7,6,"root","automated",1
"Trufor_190507-0603_Scan5_221",2019,5,7,6,"root","manual",0
"Trufor_190507-0603_Scan5_221",2019,5,7,6,"symphyla","automated",1
"Trufor_190507-0603_Scan5_221",2019,5,7,6,"symphyla","manual",1
"Trufor_190507-0603_Scan5_221",2019,5,7,6,"trombidiformes","automated",1
"Trufor_190507-0603_Scan5_221",2019,5,7,6,"trombidiformes","manual",0
"Trufor_190507-0603_Scan5_221",2019,5,7,6,"unknown","automated",1
"Trufor_190507-0603_Scan5_221",2019,5,7,6,"unknown","manual",0
"Trufor_190507-1203_Scan5_222",2019,5,7,12,"acari","automated",2
"Trufor_190507-1203_Scan5_222",2019,5,7,12,"acari","manual",0
"Trufor_190507-1203_Scan5_222",2019,5,7,12,"julida","automated",1
"Trufor_190507-1203_Scan5_222",2019,5,7,12,"julida","manual",0
"Trufor_190507-1203_Scan5_222",2019,5,7,12,"lumbricidae","automated",1
"Trufor_190507-1203_Scan5_222",2019,5,7,12,"lumbricidae","manual",1
"Trufor_190507-1203_Scan5_222",2019,5,7,12,"root","automated",4
"Trufor_190507-1203_Scan5_222",2019,5,7,12,"root","manual",0
"Trufor_190507-1203_Scan5_222",2019,5,7,12,"trombidiformes","automated",1
"Trufor_190507-1203_Scan5_222",2019,5,7,12,"trombidiformes","manual",0
"Trufor_190507-1203_Scan5_222",2019,5,7,12,"unknown","automated",3
"Trufor_190507-1203_Scan5_222",2019,5,7,12,"unknown","manual",0
"Trufor_190507-1803_Scan5_223",2019,5,7,18,"enchytraeidae","automated",3
"Trufor_190507-1803_Scan5_223",2019,5,7,18,"enchytraeidae","manual",11
"Trufor_190507-1803_Scan5_223",2019,5,7,18,"lumbricidae","automated",1
"Trufor_190507-1803_Scan5_223",2019,5,7,18,"lumbricidae","manual",1
"Trufor_190507-1803_Scan5_223",2019,5,7,18,"root","automated",4
"Trufor_190507-1803_Scan5_223",2019,5,7,18,"root","manual",0
"Trufor_190507-1803_Scan5_223",2019,5,7,18,"symphyla","automated",1
"Trufor_190507-1803_Scan5_223",2019,5,7,18,"symphyla","manual",1
"Trufor_190507-1803_Scan5_223",2019,5,7,18,"unknown","automated",3
"Trufor_190507-1803_Scan5_223",2019,5,7,18,"unknown","manual",0
"Trufor_190508-0003_Scan5_224",2019,5,8,0,"enchytraeidae","automated",1
"Trufor_190508-0003_Scan5_224",2019,5,8,0,"enchytraeidae","manual",5
"Trufor_190508-0003_Scan5_224",2019,5,8,0,"root","automated",5
"Trufor_190508-0003_Scan5_224",2019,5,8,0,"root","manual",0
"Trufor_190508-0003_Scan5_224",2019,5,8,0,"unknown","automated",2
"Trufor_190508-0003_Scan5_224",2019,5,8,0,"unknown","manual",0
"Trufor_190508-0603_Scan5_225",2019,5,8,6,"enchytraeidae","automated",6
"Trufor_190508-0603_Scan5_225",2019,5,8,6,"enchytraeidae","manual",9
"Trufor_190508-0603_Scan5_225",2019,5,8,6,"root","automated",2
"Trufor_190508-0603_Scan5_225",2019,5,8,6,"root","manual",0
"Trufor_190508-0603_Scan5_225",2019,5,8,6,"symphyla","automated",2
"Trufor_190508-0603_Scan5_225",2019,5,8,6,"symphyla","manual",1
"Trufor_190508-0603_Scan5_225",2019,5,8,6,"trombidiformes","automated",1
"Trufor_190508-0603_Scan5_225",2019,5,8,6,"trombidiformes","manual",0
"Trufor_190508-0603_Scan5_225",2019,5,8,6,"unknown","automated",4
"Trufor_190508-0603_Scan5_225",2019,5,8,6,"unknown","manual",0
"Trufor_190508-1203_Scan5_226",2019,5,8,12,"enchytraeidae","automated",1
"Trufor_190508-1203_Scan5_226",2019,5,8,12,"enchytraeidae","manual",10
"Trufor_190508-1203_Scan5_226",2019,5,8,12,"root","automated",1
"Trufor_190508-1203_Scan5_226",2019,5,8,12,"root","manual",0
"Trufor_190508-1203_Scan5_226",2019,5,8,12,"symphyla","automated",1
"Trufor_190508-1203_Scan5_226",2019,5,8,12,"symphyla","manual",2
"Trufor_190508-1203_Scan5_226",2019,5,8,12,"trombidiformes","automated",1
"Trufor_190508-1203_Scan5_226",2019,5,8,12,"trombidiformes","manual",0
"Trufor_190508-1203_Scan5_226",2019,5,8,12,"unknown","automated",8
"Trufor_190508-1203_Scan5_226",2019,5,8,12,"unknown","manual",0
"Trufor_190508-1803_Scan5_227",2019,5,8,18,"enchytraeidae","automated",2
"Trufor_190508-1803_Scan5_227",2019,5,8,18,"enchytraeidae","manual",11
"Trufor_190508-1803_Scan5_227",2019,5,8,18,"lumbricidae","automated",1
"Trufor_190508-1803_Scan5_227",2019,5,8,18,"lumbricidae","manual",1
"Trufor_190508-1803_Scan5_227",2019,5,8,18,"pseudosinella","automated",1
"Trufor_190508-1803_Scan5_227",2019,5,8,18,"pseudosinella","manual",0
"Trufor_190508-1803_Scan5_227",2019,5,8,18,"root","automated",2
"Trufor_190508-1803_Scan5_227",2019,5,8,18,"root","manual",0
"Trufor_190508-1803_Scan5_227",2019,5,8,18,"symphyla","automated",1
"Trufor_190508-1803_Scan5_227",2019,5,8,18,"symphyla","manual",1
"Trufor_190508-1803_Scan5_227",2019,5,8,18,"unknown","automated",1
"Trufor_190508-1803_Scan5_227",2019,5,8,18,"unknown","manual",0
"Trufor_190509-0003_Scan5_228",2019,5,9,0,"acari","automated",1
"Trufor_190509-0003_Scan5_228",2019,5,9,0,"acari","manual",0
"Trufor_190509-0003_Scan5_228",2019,5,9,0,"enchytraeidae","automated",5
"Trufor_190509-0003_Scan5_228",2019,5,9,0,"enchytraeidae","manual",8
"Trufor_190509-0003_Scan5_228",2019,5,9,0,"isopoda","automated",1
"Trufor_190509-0003_Scan5_228",2019,5,9,0,"isopoda","manual",1
"Trufor_190509-0003_Scan5_228",2019,5,9,0,"root","automated",1
"Trufor_190509-0003_Scan5_228",2019,5,9,0,"root","manual",0
"Trufor_190509-0003_Scan5_228",2019,5,9,0,"unknown","automated",3
"Trufor_190509-0003_Scan5_228",2019,5,9,0,"unknown","manual",0
"Trufor_190509-0603_Scan5_229",2019,5,9,6,"enchytraeidae","automated",7
"Trufor_190509-0603_Scan5_229",2019,5,9,6,"enchytraeidae","manual",13
"Trufor_190509-0603_Scan5_229",2019,5,9,6,"root","automated",1
"Trufor_190509-0603_Scan5_229",2019,5,9,6,"root","manual",0
"Trufor_190509-0603_Scan5_229",2019,5,9,6,"unknown","automated",2
"Trufor_190509-0603_Scan5_229",2019,5,9,6,"unknown","manual",0
"Trufor_190509-1203_Scan5_230",2019,5,9,12,"enchytraeidae","automated",7
"Trufor_190509-1203_Scan5_230",2019,5,9,12,"enchytraeidae","manual",15
"Trufor_190509-1203_Scan5_230",2019,5,9,12,"root","automated",2
"Trufor_190509-1203_Scan5_230",2019,5,9,12,"root","manual",0
"Trufor_190509-1203_Scan5_230",2019,5,9,12,"som","automated",1
"Trufor_190509-1203_Scan5_230",2019,5,9,12,"som","manual",0
"Trufor_190509-1203_Scan5_230",2019,5,9,12,"unknown","automated",2
"Trufor_190509-1203_Scan5_230",2019,5,9,12,"unknown","manual",0
"Trufor_190509-1803_Scan5_231",2019,5,9,18,"enchytraeidae","automated",7
"Trufor_190509-1803_Scan5_231",2019,5,9,18,"enchytraeidae","manual",21
"Trufor_190509-1803_Scan5_231",2019,5,9,18,"poduromorpha","automated",1
"Trufor_190509-1803_Scan5_231",2019,5,9,18,"poduromorpha","manual",0
"Trufor_190509-1803_Scan5_231",2019,5,9,18,"root","automated",4
"Trufor_190509-1803_Scan5_231",2019,5,9,18,"root","manual",0
"Trufor_190509-1803_Scan5_231",2019,5,9,18,"unknown","automated",2
"Trufor_190509-1803_Scan5_231",2019,5,9,18,"unknown","manual",0
"Trufor_190510-0003_Scan5_232",2019,5,10,0,"enchytraeidae","automated",3
"Trufor_190510-0003_Scan5_232",2019,5,10,0,"enchytraeidae","manual",13
"Trufor_190510-0003_Scan5_232",2019,5,10,0,"root","automated",5
"Trufor_190510-0003_Scan5_232",2019,5,10,0,"root","manual",0
"Trufor_190510-0003_Scan5_232",2019,5,10,0,"trombidiformes","automated",1
"Trufor_190510-0003_Scan5_232",2019,5,10,0,"trombidiformes","manual",0
"Trufor_190510-0003_Scan5_232",2019,5,10,0,"unknown","automated",3
"Trufor_190510-0003_Scan5_232",2019,5,10,0,"unknown","manual",0
"Trufor_190510-0603_Scan5_233",2019,5,10,6,"enchytraeidae","automated",2
"Trufor_190510-0603_Scan5_233",2019,5,10,6,"enchytraeidae","manual",5
"Trufor_190510-0603_Scan5_233",2019,5,10,6,"myriapoda","automated",2
"Trufor_190510-0603_Scan5_233",2019,5,10,6,"myriapoda","manual",0
"Trufor_190510-0603_Scan5_233",2019,5,10,6,"polydesmida","automated",1
"Trufor_190510-0603_Scan5_233",2019,5,10,6,"polydesmida","manual",1
"Trufor_190510-0603_Scan5_233",2019,5,10,6,"root","automated",2
"Trufor_190510-0603_Scan5_233",2019,5,10,6,"root","manual",0
"Trufor_190510-0603_Scan5_233",2019,5,10,6,"trombidiformes","automated",1
"Trufor_190510-0603_Scan5_233",2019,5,10,6,"trombidiformes","manual",0
"Trufor_190510-0603_Scan5_233",2019,5,10,6,"unknown","automated",4
"Trufor_190510-0603_Scan5_233",2019,5,10,6,"unknown","manual",0
"Trufor_190510-1203_Scan5_234",2019,5,10,12,"acari","automated",1
"Trufor_190510-1203_Scan5_234",2019,5,10,12,"acari","manual",0
"Trufor_190510-1203_Scan5_234",2019,5,10,12,"enchytraeidae","automated",3
"Trufor_190510-1203_Scan5_234",2019,5,10,12,"enchytraeidae","manual",11
"Trufor_190510-1203_Scan5_234",2019,5,10,12,"myriapoda","automated",1
"Trufor_190510-1203_Scan5_234",2019,5,10,12,"myriapoda","manual",0
"Trufor_190510-1203_Scan5_234",2019,5,10,12,"root","automated",2
"Trufor_190510-1203_Scan5_234",2019,5,10,12,"root","manual",0
"Trufor_190510-1203_Scan5_234",2019,5,10,12,"unknown","automated",3
"Trufor_190510-1203_Scan5_234",2019,5,10,12,"unknown","manual",0
