"Basename","year","month","day","hour","class","method","count"
"Trufor_190527-0604_Scan5_308",2019,5,27,6,"rhabdura","automated",1
"Trufor_190527-0604_Scan5_308",2019,5,27,6,"rhabdura","manual",1
"Trufor_190527-0604_Scan5_308",2019,5,27,6,"root","automated",11
"Trufor_190527-0604_Scan5_308",2019,5,27,6,"root","manual",0
"Trufor_190527-0604_Scan5_308",2019,5,27,6,"symphyla","automated",2
"Trufor_190527-0604_Scan5_308",2019,5,27,6,"symphyla","manual",3
"Trufor_190527-0604_Scan5_308",2019,5,27,6,"unknown","automated",3
"Trufor_190527-0604_Scan5_308",2019,5,27,6,"unknown","manual",1
"Trufor_190527-1204_Scan5_309",2019,5,27,12,"enchytraeidae","automated",1
"Trufor_190527-1204_Scan5_309",2019,5,27,12,"enchytraeidae","manual",4
"Trufor_190527-1204_Scan5_309",2019,5,27,12,"formicidae","automated",2
"Trufor_190527-1204_Scan5_309",2019,5,27,12,"formicidae","manual",0
"Trufor_190527-1204_Scan5_309",2019,5,27,12,"rhabdura","automated",1
"Trufor_190527-1204_Scan5_309",2019,5,27,12,"rhabdura","manual",2
"Trufor_190527-1204_Scan5_309",2019,5,27,12,"root","automated",12
"Trufor_190527-1204_Scan5_309",2019,5,27,12,"root","manual",0
"Trufor_190527-1204_Scan5_309",2019,5,27,12,"symphyla","automated",1
"Trufor_190527-1204_Scan5_309",2019,5,27,12,"symphyla","manual",1
"Trufor_190527-1204_Scan5_309",2019,5,27,12,"trombidiformes","automated",4
"Trufor_190527-1204_Scan5_309",2019,5,27,12,"trombidiformes","manual",0
"Trufor_190527-1204_Scan5_309",2019,5,27,12,"unknown","automated",3
"Trufor_190527-1204_Scan5_309",2019,5,27,12,"unknown","manual",1
"Trufor_190527-1804_Scan5_310",2019,5,27,18,"enchytraeidae","automated",1
"Trufor_190527-1804_Scan5_310",2019,5,27,18,"enchytraeidae","manual",2
"Trufor_190527-1804_Scan5_310",2019,5,27,18,"myriapoda","automated",1
"Trufor_190527-1804_Scan5_310",2019,5,27,18,"myriapoda","manual",0
"Trufor_190527-1804_Scan5_310",2019,5,27,18,"rhabdura","automated",3
"Trufor_190527-1804_Scan5_310",2019,5,27,18,"rhabdura","manual",3
"Trufor_190527-1804_Scan5_310",2019,5,27,18,"root","automated",12
"Trufor_190527-1804_Scan5_310",2019,5,27,18,"root","manual",0
"Trufor_190527-1804_Scan5_310",2019,5,27,18,"trombidiformes","automated",2
"Trufor_190527-1804_Scan5_310",2019,5,27,18,"trombidiformes","manual",0
"Trufor_190527-1804_Scan5_310",2019,5,27,18,"unknown","automated",3
"Trufor_190527-1804_Scan5_310",2019,5,27,18,"unknown","manual",0
"Trufor_190528-0004_Scan5_311",2019,5,28,0,"enchytraeidae","automated",2
"Trufor_190528-0004_Scan5_311",2019,5,28,0,"enchytraeidae","manual",5
"Trufor_190528-0004_Scan5_311",2019,5,28,0,"formicidae","automated",1
"Trufor_190528-0004_Scan5_311",2019,5,28,0,"formicidae","manual",0
"Trufor_190528-0004_Scan5_311",2019,5,28,0,"geophilomorpha","automated",3
"Trufor_190528-0004_Scan5_311",2019,5,28,0,"geophilomorpha","manual",4
"Trufor_190528-0004_Scan5_311",2019,5,28,0,"multi_taxa","automated",1
"Trufor_190528-0004_Scan5_311",2019,5,28,0,"multi_taxa","manual",0
"Trufor_190528-0004_Scan5_311",2019,5,28,0,"root","automated",16
"Trufor_190528-0004_Scan5_311",2019,5,28,0,"root","manual",0
"Trufor_190528-0004_Scan5_311",2019,5,28,0,"symphyla","automated",1
"Trufor_190528-0004_Scan5_311",2019,5,28,0,"symphyla","manual",1
"Trufor_190528-0004_Scan5_311",2019,5,28,0,"trombidiformes","automated",2
"Trufor_190528-0004_Scan5_311",2019,5,28,0,"trombidiformes","manual",0
"Trufor_190528-0004_Scan5_311",2019,5,28,0,"unknown","automated",3
"Trufor_190528-0004_Scan5_311",2019,5,28,0,"unknown","manual",1
"Trufor_190528-0604_Scan5_312",2019,5,28,6,"enchytraeidae","automated",1
"Trufor_190528-0604_Scan5_312",2019,5,28,6,"enchytraeidae","manual",4
"Trufor_190528-0604_Scan5_312",2019,5,28,6,"formicidae","automated",1
"Trufor_190528-0604_Scan5_312",2019,5,28,6,"formicidae","manual",0
"Trufor_190528-0604_Scan5_312",2019,5,28,6,"mesostigmata","automated",1
"Trufor_190528-0604_Scan5_312",2019,5,28,6,"mesostigmata","manual",0
"Trufor_190528-0604_Scan5_312",2019,5,28,6,"rhabdura","automated",2
"Trufor_190528-0604_Scan5_312",2019,5,28,6,"rhabdura","manual",2
"Trufor_190528-0604_Scan5_312",2019,5,28,6,"root","automated",16
"Trufor_190528-0604_Scan5_312",2019,5,28,6,"root","manual",0
"Trufor_190528-0604_Scan5_312",2019,5,28,6,"trombidiformes","automated",2
"Trufor_190528-0604_Scan5_312",2019,5,28,6,"trombidiformes","manual",0
"Trufor_190528-0604_Scan5_312",2019,5,28,6,"unknown","automated",4
"Trufor_190528-0604_Scan5_312",2019,5,28,6,"unknown","manual",0
"Trufor_190528-1204_Scan5_313",2019,5,28,12,"enchytraeidae","automated",1
"Trufor_190528-1204_Scan5_313",2019,5,28,12,"enchytraeidae","manual",3
"Trufor_190528-1204_Scan5_313",2019,5,28,12,"root","automated",14
"Trufor_190528-1204_Scan5_313",2019,5,28,12,"root","manual",0
"Trufor_190528-1204_Scan5_313",2019,5,28,12,"unknown","automated",5
"Trufor_190528-1204_Scan5_313",2019,5,28,12,"unknown","manual",1
"Trufor_190528-1804_Scan5_314",2019,5,28,18,"formicidae","automated",1
"Trufor_190528-1804_Scan5_314",2019,5,28,18,"formicidae","manual",0
"Trufor_190528-1804_Scan5_314",2019,5,28,18,"mesostigmata","automated",1
"Trufor_190528-1804_Scan5_314",2019,5,28,18,"mesostigmata","manual",0
"Trufor_190528-1804_Scan5_314",2019,5,28,18,"myriapoda","automated",1
"Trufor_190528-1804_Scan5_314",2019,5,28,18,"myriapoda","manual",0
"Trufor_190528-1804_Scan5_314",2019,5,28,18,"root","automated",11
"Trufor_190528-1804_Scan5_314",2019,5,28,18,"root","manual",0
"Trufor_190528-1804_Scan5_314",2019,5,28,18,"trombidiformes","automated",2
"Trufor_190528-1804_Scan5_314",2019,5,28,18,"trombidiformes","manual",0
"Trufor_190528-1804_Scan5_314",2019,5,28,18,"unknown","automated",6
"Trufor_190528-1804_Scan5_314",2019,5,28,18,"unknown","manual",0
"Trufor_190529-0004_Scan5_315",2019,5,29,0,"enchytraeidae","automated",1
"Trufor_190529-0004_Scan5_315",2019,5,29,0,"enchytraeidae","manual",2
"Trufor_190529-0004_Scan5_315",2019,5,29,0,"formicidae","automated",1
"Trufor_190529-0004_Scan5_315",2019,5,29,0,"formicidae","manual",0
"Trufor_190529-0004_Scan5_315",2019,5,29,0,"julida","automated",1
"Trufor_190529-0004_Scan5_315",2019,5,29,0,"julida","manual",2
"Trufor_190529-0004_Scan5_315",2019,5,29,0,"polydesmida","automated",1
"Trufor_190529-0004_Scan5_315",2019,5,29,0,"polydesmida","manual",0
"Trufor_190529-0004_Scan5_315",2019,5,29,0,"root","automated",15
"Trufor_190529-0004_Scan5_315",2019,5,29,0,"root","manual",0
"Trufor_190529-0004_Scan5_315",2019,5,29,0,"symphyla","automated",2
"Trufor_190529-0004_Scan5_315",2019,5,29,0,"symphyla","manual",2
"Trufor_190529-0004_Scan5_315",2019,5,29,0,"trombidiformes","automated",2
"Trufor_190529-0004_Scan5_315",2019,5,29,0,"trombidiformes","manual",0
"Trufor_190529-0004_Scan5_315",2019,5,29,0,"unknown","automated",1
"Trufor_190529-0004_Scan5_315",2019,5,29,0,"unknown","manual",0
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"acari","automated",1
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"acari","manual",1
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"enchytraeidae","automated",2
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"enchytraeidae","manual",2
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"formicidae","automated",1
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"formicidae","manual",0
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"geophilomorpha","automated",1
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"geophilomorpha","manual",1
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"julida","automated",1
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"julida","manual",2
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"myriapoda","automated",1
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"myriapoda","manual",0
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"root","automated",16
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"root","manual",0
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"symphyla","automated",1
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"symphyla","manual",3
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"trombidiformes","automated",2
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"trombidiformes","manual",0
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"unknown","automated",3
"Trufor_190529-0604_Scan5_316",2019,5,29,6,"unknown","manual",0
"Trufor_190529-1204_Scan5_317",2019,5,29,12,"acari","automated",1
"Trufor_190529-1204_Scan5_317",2019,5,29,12,"acari","manual",1
"Trufor_190529-1204_Scan5_317",2019,5,29,12,"julida","automated",1
"Trufor_190529-1204_Scan5_317",2019,5,29,12,"julida","manual",1
"Trufor_190529-1204_Scan5_317",2019,5,29,12,"mesostigmata","automated",1
"Trufor_190529-1204_Scan5_317",2019,5,29,12,"mesostigmata","manual",0
"Trufor_190529-1204_Scan5_317",2019,5,29,12,"poduromorpha","automated",1
"Trufor_190529-1204_Scan5_317",2019,5,29,12,"poduromorpha","manual",0
"Trufor_190529-1204_Scan5_317",2019,5,29,12,"polydesmida","automated",1
"Trufor_190529-1204_Scan5_317",2019,5,29,12,"polydesmida","manual",1
"Trufor_190529-1204_Scan5_317",2019,5,29,12,"root","automated",10
"Trufor_190529-1204_Scan5_317",2019,5,29,12,"root","manual",0
"Trufor_190529-1204_Scan5_317",2019,5,29,12,"symphyla","automated",3
"Trufor_190529-1204_Scan5_317",2019,5,29,12,"symphyla","manual",3
"Trufor_190529-1204_Scan5_317",2019,5,29,12,"unknown","automated",2
"Trufor_190529-1204_Scan5_317",2019,5,29,12,"unknown","manual",0
"Trufor_190529-1804_Scan5_318",2019,5,29,18,"acari","automated",1
"Trufor_190529-1804_Scan5_318",2019,5,29,18,"acari","manual",1
"Trufor_190529-1804_Scan5_318",2019,5,29,18,"formicidae","automated",2
"Trufor_190529-1804_Scan5_318",2019,5,29,18,"formicidae","manual",0
"Trufor_190529-1804_Scan5_318",2019,5,29,18,"polydesmida","automated",2
"Trufor_190529-1804_Scan5_318",2019,5,29,18,"polydesmida","manual",1
"Trufor_190529-1804_Scan5_318",2019,5,29,18,"rhabdura","automated",2
"Trufor_190529-1804_Scan5_318",2019,5,29,18,"rhabdura","manual",2
"Trufor_190529-1804_Scan5_318",2019,5,29,18,"root","automated",14
"Trufor_190529-1804_Scan5_318",2019,5,29,18,"root","manual",0
"Trufor_190529-1804_Scan5_318",2019,5,29,18,"symphyla","automated",3
"Trufor_190529-1804_Scan5_318",2019,5,29,18,"symphyla","manual",6
"Trufor_190529-1804_Scan5_318",2019,5,29,18,"trombidiformes","automated",1
"Trufor_190529-1804_Scan5_318",2019,5,29,18,"trombidiformes","manual",0
"Trufor_190529-1804_Scan5_318",2019,5,29,18,"unknown","automated",2
"Trufor_190529-1804_Scan5_318",2019,5,29,18,"unknown","manual",0
"Trufor_190530-0004_Scan5_319",2019,5,30,0,"mesostigmata","automated",1
"Trufor_190530-0004_Scan5_319",2019,5,30,0,"mesostigmata","manual",0
"Trufor_190530-0004_Scan5_319",2019,5,30,0,"rhabdura","automated",1
"Trufor_190530-0004_Scan5_319",2019,5,30,0,"rhabdura","manual",1
"Trufor_190530-0004_Scan5_319",2019,5,30,0,"root","automated",15
"Trufor_190530-0004_Scan5_319",2019,5,30,0,"root","manual",0
"Trufor_190530-0004_Scan5_319",2019,5,30,0,"symphyla","automated",2
"Trufor_190530-0004_Scan5_319",2019,5,30,0,"symphyla","manual",2
"Trufor_190530-0004_Scan5_319",2019,5,30,0,"trombidiformes","automated",2
"Trufor_190530-0004_Scan5_319",2019,5,30,0,"trombidiformes","manual",0
"Trufor_190530-0004_Scan5_319",2019,5,30,0,"unknown","automated",3
"Trufor_190530-0004_Scan5_319",2019,5,30,0,"unknown","manual",1
"Trufor_190530-0604_Scan5_320",2019,5,30,6,"enchytraeidae","automated",1
"Trufor_190530-0604_Scan5_320",2019,5,30,6,"enchytraeidae","manual",2
"Trufor_190530-0604_Scan5_320",2019,5,30,6,"rhabdura","automated",1
"Trufor_190530-0604_Scan5_320",2019,5,30,6,"rhabdura","manual",1
"Trufor_190530-0604_Scan5_320",2019,5,30,6,"root","automated",16
"Trufor_190530-0604_Scan5_320",2019,5,30,6,"root","manual",0
"Trufor_190530-0604_Scan5_320",2019,5,30,6,"symphyla","automated",1
"Trufor_190530-0604_Scan5_320",2019,5,30,6,"symphyla","manual",3
"Trufor_190530-0604_Scan5_320",2019,5,30,6,"unknown","automated",5
"Trufor_190530-0604_Scan5_320",2019,5,30,6,"unknown","manual",0
"Trufor_190530-1202_Scan5_321",2019,5,30,12,"enchytraeidae","automated",1
"Trufor_190530-1202_Scan5_321",2019,5,30,12,"enchytraeidae","manual",3
"Trufor_190530-1202_Scan5_321",2019,5,30,12,"geophilomorpha","automated",1
"Trufor_190530-1202_Scan5_321",2019,5,30,12,"geophilomorpha","manual",1
"Trufor_190530-1202_Scan5_321",2019,5,30,12,"julida","automated",1
"Trufor_190530-1202_Scan5_321",2019,5,30,12,"julida","manual",1
"Trufor_190530-1202_Scan5_321",2019,5,30,12,"poduromorpha","automated",1
"Trufor_190530-1202_Scan5_321",2019,5,30,12,"poduromorpha","manual",0
"Trufor_190530-1202_Scan5_321",2019,5,30,12,"root","automated",12
"Trufor_190530-1202_Scan5_321",2019,5,30,12,"root","manual",0
"Trufor_190530-1202_Scan5_321",2019,5,30,12,"trombidiformes","automated",1
"Trufor_190530-1202_Scan5_321",2019,5,30,12,"trombidiformes","manual",0
"Trufor_190530-1202_Scan5_321",2019,5,30,12,"unknown","automated",3
"Trufor_190530-1202_Scan5_321",2019,5,30,12,"unknown","manual",1
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"formicidae","automated",2
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"formicidae","manual",0
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"geophilomorpha","automated",1
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"geophilomorpha","manual",2
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"myriapoda","automated",1
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"myriapoda","manual",0
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"oribatida","automated",1
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"oribatida","manual",0
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"rhabdura","automated",5
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"rhabdura","manual",6
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"root","automated",14
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"root","manual",0
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"symphyla","automated",4
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"symphyla","manual",7
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"trombidiformes","automated",3
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"trombidiformes","manual",0
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"unknown","automated",5
"Trufor_190530-1802_Scan5_322",2019,5,30,18,"unknown","manual",2
"Trufor_190531-0002_Scan5_323",2019,5,31,0,"geophilomorpha","automated",3
"Trufor_190531-0002_Scan5_323",2019,5,31,0,"geophilomorpha","manual",3
"Trufor_190531-0002_Scan5_323",2019,5,31,0,"lumbricidae","automated",1
"Trufor_190531-0002_Scan5_323",2019,5,31,0,"lumbricidae","manual",0
"Trufor_190531-0002_Scan5_323",2019,5,31,0,"multi_taxa","automated",1
"Trufor_190531-0002_Scan5_323",2019,5,31,0,"multi_taxa","manual",0
"Trufor_190531-0002_Scan5_323",2019,5,31,0,"rhabdura","automated",3
"Trufor_190531-0002_Scan5_323",2019,5,31,0,"rhabdura","manual",6
"Trufor_190531-0002_Scan5_323",2019,5,31,0,"root","automated",18
"Trufor_190531-0002_Scan5_323",2019,5,31,0,"root","manual",0
"Trufor_190531-0002_Scan5_323",2019,5,31,0,"symphyla","automated",1
"Trufor_190531-0002_Scan5_323",2019,5,31,0,"symphyla","manual",3
"Trufor_190531-0002_Scan5_323",2019,5,31,0,"unknown","automated",5
"Trufor_190531-0002_Scan5_323",2019,5,31,0,"unknown","manual",0
"Trufor_190531-0603_Scan5_324",2019,5,31,6,"diplura","automated",1
"Trufor_190531-0603_Scan5_324",2019,5,31,6,"diplura","manual",0
"Trufor_190531-0603_Scan5_324",2019,5,31,6,"geophilomorpha","automated",2
"Trufor_190531-0603_Scan5_324",2019,5,31,6,"geophilomorpha","manual",3
"Trufor_190531-0603_Scan5_324",2019,5,31,6,"julida","automated",1
"Trufor_190531-0603_Scan5_324",2019,5,31,6,"julida","manual",1
"Trufor_190531-0603_Scan5_324",2019,5,31,6,"myriapoda","automated",2
"Trufor_190531-0603_Scan5_324",2019,5,31,6,"myriapoda","manual",0
"Trufor_190531-0603_Scan5_324",2019,5,31,6,"rhabdura","automated",3
"Trufor_190531-0603_Scan5_324",2019,5,31,6,"rhabdura","manual",5
"Trufor_190531-0603_Scan5_324",2019,5,31,6,"root","automated",14
"Trufor_190531-0603_Scan5_324",2019,5,31,6,"root","manual",0
"Trufor_190531-0603_Scan5_324",2019,5,31,6,"symphyla","automated",3
"Trufor_190531-0603_Scan5_324",2019,5,31,6,"symphyla","manual",6
"Trufor_190531-0603_Scan5_324",2019,5,31,6,"unknown","automated",8
"Trufor_190531-0603_Scan5_324",2019,5,31,6,"unknown","manual",0
"Trufor_190531-1203_Scan5_325",2019,5,31,12,"diplura","automated",1
"Trufor_190531-1203_Scan5_325",2019,5,31,12,"diplura","manual",0
"Trufor_190531-1203_Scan5_325",2019,5,31,12,"geophilomorpha","automated",1
"Trufor_190531-1203_Scan5_325",2019,5,31,12,"geophilomorpha","manual",1
"Trufor_190531-1203_Scan5_325",2019,5,31,12,"mesostigmata","automated",1
"Trufor_190531-1203_Scan5_325",2019,5,31,12,"mesostigmata","manual",0
"Trufor_190531-1203_Scan5_325",2019,5,31,12,"polydesmida","automated",1
"Trufor_190531-1203_Scan5_325",2019,5,31,12,"polydesmida","manual",1
"Trufor_190531-1203_Scan5_325",2019,5,31,12,"rhabdura","automated",3
"Trufor_190531-1203_Scan5_325",2019,5,31,12,"rhabdura","manual",4
"Trufor_190531-1203_Scan5_325",2019,5,31,12,"root","automated",16
"Trufor_190531-1203_Scan5_325",2019,5,31,12,"root","manual",0
"Trufor_190531-1203_Scan5_325",2019,5,31,12,"symphyla","automated",3
"Trufor_190531-1203_Scan5_325",2019,5,31,12,"symphyla","manual",4
"Trufor_190531-1203_Scan5_325",2019,5,31,12,"trombidiformes","automated",1
"Trufor_190531-1203_Scan5_325",2019,5,31,12,"trombidiformes","manual",0
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"acari","automated",2
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"acari","manual",5
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"enchytraeidae","automated",1
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"enchytraeidae","manual",4
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"formicidae","automated",1
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"formicidae","manual",0
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"mesostigmata","automated",2
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"mesostigmata","manual",0
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"rhabdura","automated",3
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"rhabdura","manual",4
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"root","automated",14
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"root","manual",0
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"symphyla","automated",1
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"symphyla","manual",1
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"trombidiformes","automated",2
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"trombidiformes","manual",0
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"unknown","automated",3
"Trufor_190531-1803_Scan5_326",2019,5,31,18,"unknown","manual",0
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"enchytraeidae","automated",1
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"enchytraeidae","manual",0
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"formicidae","automated",3
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"formicidae","manual",0
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"lumbricidae","automated",1
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"lumbricidae","manual",1
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"mesostigmata","automated",1
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"mesostigmata","manual",0
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"rhabdura","automated",3
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"rhabdura","manual",3
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"root","automated",18
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"root","manual",0
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"symphyla","automated",1
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"symphyla","manual",2
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"trombidiformes","automated",1
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"trombidiformes","manual",0
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"unknown","automated",3
"Trufor_190601-0003_Scan5_327",2019,6,1,0,"unknown","manual",0
"Trufor_190601-0603_Scan5_328",2019,6,1,6,"chilopoda","automated",1
"Trufor_190601-0603_Scan5_328",2019,6,1,6,"chilopoda","manual",0
"Trufor_190601-0603_Scan5_328",2019,6,1,6,"diplura","automated",1
"Trufor_190601-0603_Scan5_328",2019,6,1,6,"diplura","manual",0
"Trufor_190601-0603_Scan5_328",2019,6,1,6,"geophilomorpha","automated",2
"Trufor_190601-0603_Scan5_328",2019,6,1,6,"geophilomorpha","manual",4
"Trufor_190601-0603_Scan5_328",2019,6,1,6,"mesostigmata","automated",1
"Trufor_190601-0603_Scan5_328",2019,6,1,6,"mesostigmata","manual",0
"Trufor_190601-0603_Scan5_328",2019,6,1,6,"oribatida","automated",1
"Trufor_190601-0603_Scan5_328",2019,6,1,6,"oribatida","manual",0
"Trufor_190601-0603_Scan5_328",2019,6,1,6,"rhabdura","automated",3
"Trufor_190601-0603_Scan5_328",2019,6,1,6,"rhabdura","manual",3
"Trufor_190601-0603_Scan5_328",2019,6,1,6,"root","automated",20
"Trufor_190601-0603_Scan5_328",2019,6,1,6,"root","manual",0
"Trufor_190601-0603_Scan5_328",2019,6,1,6,"unknown","automated",2
"Trufor_190601-0603_Scan5_328",2019,6,1,6,"unknown","manual",0
"Trufor_190601-1203_Scan5_329",2019,6,1,12,"formicidae","automated",1
"Trufor_190601-1203_Scan5_329",2019,6,1,12,"formicidae","manual",0
"Trufor_190601-1203_Scan5_329",2019,6,1,12,"geophilomorpha","automated",1
"Trufor_190601-1203_Scan5_329",2019,6,1,12,"geophilomorpha","manual",2
"Trufor_190601-1203_Scan5_329",2019,6,1,12,"oribatida","automated",1
"Trufor_190601-1203_Scan5_329",2019,6,1,12,"oribatida","manual",0
"Trufor_190601-1203_Scan5_329",2019,6,1,12,"rhabdura","automated",5
"Trufor_190601-1203_Scan5_329",2019,6,1,12,"rhabdura","manual",7
"Trufor_190601-1203_Scan5_329",2019,6,1,12,"root","automated",15
"Trufor_190601-1203_Scan5_329",2019,6,1,12,"root","manual",0
"Trufor_190601-1203_Scan5_329",2019,6,1,12,"unknown","automated",4
"Trufor_190601-1203_Scan5_329",2019,6,1,12,"unknown","manual",1
"Trufor_190601-1803_Scan5_330",2019,6,1,18,"diplura","automated",1
"Trufor_190601-1803_Scan5_330",2019,6,1,18,"diplura","manual",0
"Trufor_190601-1803_Scan5_330",2019,6,1,18,"julida","automated",1
"Trufor_190601-1803_Scan5_330",2019,6,1,18,"julida","manual",1
"Trufor_190601-1803_Scan5_330",2019,6,1,18,"rhabdura","automated",6
"Trufor_190601-1803_Scan5_330",2019,6,1,18,"rhabdura","manual",10
"Trufor_190601-1803_Scan5_330",2019,6,1,18,"root","automated",16
"Trufor_190601-1803_Scan5_330",2019,6,1,18,"root","manual",0
"Trufor_190601-1803_Scan5_330",2019,6,1,18,"symphyla","automated",1
"Trufor_190601-1803_Scan5_330",2019,6,1,18,"symphyla","manual",3
"Trufor_190601-1803_Scan5_330",2019,6,1,18,"trombidiformes","automated",1
"Trufor_190601-1803_Scan5_330",2019,6,1,18,"trombidiformes","manual",0
"Trufor_190601-1803_Scan5_330",2019,6,1,18,"unknown","automated",6
"Trufor_190601-1803_Scan5_330",2019,6,1,18,"unknown","manual",1
"Trufor_190602-0003_Scan5_331",2019,6,2,0,"acari","automated",1
"Trufor_190602-0003_Scan5_331",2019,6,2,0,"acari","manual",1
"Trufor_190602-0003_Scan5_331",2019,6,2,0,"formicidae","automated",1
"Trufor_190602-0003_Scan5_331",2019,6,2,0,"formicidae","manual",0
"Trufor_190602-0003_Scan5_331",2019,6,2,0,"multi_taxa","automated",1
"Trufor_190602-0003_Scan5_331",2019,6,2,0,"multi_taxa","manual",0
"Trufor_190602-0003_Scan5_331",2019,6,2,0,"rhabdura","automated",7
"Trufor_190602-0003_Scan5_331",2019,6,2,0,"rhabdura","manual",7
"Trufor_190602-0003_Scan5_331",2019,6,2,0,"root","automated",15
"Trufor_190602-0003_Scan5_331",2019,6,2,0,"root","manual",0
"Trufor_190602-0003_Scan5_331",2019,6,2,0,"symphyla","automated",3
"Trufor_190602-0003_Scan5_331",2019,6,2,0,"symphyla","manual",5
"Trufor_190602-0003_Scan5_331",2019,6,2,0,"trombidiformes","automated",3
"Trufor_190602-0003_Scan5_331",2019,6,2,0,"trombidiformes","manual",0
"Trufor_190602-0003_Scan5_331",2019,6,2,0,"unknown","automated",4
"Trufor_190602-0003_Scan5_331",2019,6,2,0,"unknown","manual",1
"Trufor_190602-0603_Scan5_332",2019,6,2,6,"acari","automated",1
"Trufor_190602-0603_Scan5_332",2019,6,2,6,"acari","manual",4
"Trufor_190602-0603_Scan5_332",2019,6,2,6,"formicidae","automated",1
"Trufor_190602-0603_Scan5_332",2019,6,2,6,"formicidae","manual",0
"Trufor_190602-0603_Scan5_332",2019,6,2,6,"geophilomorpha","automated",2
"Trufor_190602-0603_Scan5_332",2019,6,2,6,"geophilomorpha","manual",4
"Trufor_190602-0603_Scan5_332",2019,6,2,6,"myriapoda","automated",1
"Trufor_190602-0603_Scan5_332",2019,6,2,6,"myriapoda","manual",0
"Trufor_190602-0603_Scan5_332",2019,6,2,6,"rhabdura","automated",5
"Trufor_190602-0603_Scan5_332",2019,6,2,6,"rhabdura","manual",6
"Trufor_190602-0603_Scan5_332",2019,6,2,6,"root","automated",15
"Trufor_190602-0603_Scan5_332",2019,6,2,6,"root","manual",0
"Trufor_190602-0603_Scan5_332",2019,6,2,6,"symphyla","automated",3
