"Basename","year","month","day","hour","class","method","count","project"
"scan108_2023-07-15_08H00M24S",2023,7,15,8,"multi_taxa","manual",0,"DESCENT"
"scan108_2023-07-15_08H00M24S",2023,7,15,8,"symphyla","auto",5,"DESCENT"
"scan108_2023-07-15_08H00M24S",2023,7,15,8,"symphyla","manual",7,"DESCENT"
"scan108_2023-07-15_08H00M24S",2023,7,15,8,"unknown","auto",3,"DESCENT"
"scan108_2023-07-15_08H00M24S",2023,7,15,8,"unknown","manual",2,"DESCENT"
"scan108_2023-07-16_08H00M23S",2023,7,16,8,"acari","auto",3,"DESCENT"
"scan108_2023-07-16_08H00M23S",2023,7,16,8,"acari","manual",7,"DESCENT"
"scan108_2023-07-16_08H00M23S",2023,7,16,8,"background","auto",43,"DESCENT"
"scan108_2023-07-16_08H00M23S",2023,7,16,8,"background","manual",0,"DESCENT"
"scan108_2023-07-16_08H00M23S",2023,7,16,8,"collembola","auto",5,"DESCENT"
"scan108_2023-07-16_08H00M23S",2023,7,16,8,"collembola","manual",4,"DESCENT"
"scan108_2023-07-16_08H00M23S",2023,7,16,8,"enchytraeidae","auto",2,"DESCENT"
"scan108_2023-07-16_08H00M23S",2023,7,16,8,"enchytraeidae","manual",2,"DESCENT"
"scan108_2023-07-16_08H00M23S",2023,7,16,8,"julida","auto",1,"DESCENT"
"scan108_2023-07-16_08H00M23S",2023,7,16,8,"julida","manual",0,"DESCENT"
"scan108_2023-07-16_08H00M23S",2023,7,16,8,"symphyla","auto",5,"DESCENT"
"scan108_2023-07-16_08H00M23S",2023,7,16,8,"symphyla","manual",6,"DESCENT"
"scan108_2023-07-18_08H00M24S",2023,7,18,8,"acari","auto",3,"DESCENT"
"scan108_2023-07-18_08H00M24S",2023,7,18,8,"acari","manual",5,"DESCENT"
"scan108_2023-07-18_08H00M24S",2023,7,18,8,"background","auto",44,"DESCENT"
"scan108_2023-07-18_08H00M24S",2023,7,18,8,"background","manual",0,"DESCENT"
"scan108_2023-07-18_08H00M24S",2023,7,18,8,"collembola","auto",2,"DESCENT"
"scan108_2023-07-18_08H00M24S",2023,7,18,8,"collembola","manual",6,"DESCENT"
"scan108_2023-07-18_08H00M24S",2023,7,18,8,"julida","auto",2,"DESCENT"
"scan108_2023-07-18_08H00M24S",2023,7,18,8,"julida","manual",0,"DESCENT"
"scan108_2023-07-18_08H00M24S",2023,7,18,8,"multi_taxa","auto",1,"DESCENT"
"scan108_2023-07-18_08H00M24S",2023,7,18,8,"multi_taxa","manual",0,"DESCENT"
"scan108_2023-07-18_08H00M24S",2023,7,18,8,"symphyla","auto",3,"DESCENT"
"scan108_2023-07-18_08H00M24S",2023,7,18,8,"symphyla","manual",4,"DESCENT"
"scan108_2023-07-18_08H00M24S",2023,7,18,8,"unknown","auto",2,"DESCENT"
"scan108_2023-07-18_08H00M24S",2023,7,18,8,"unknown","manual",1,"DESCENT"
"scan108_2023-07-19_08H00M23S",2023,7,19,8,"acari","auto",1,"DESCENT"
"scan108_2023-07-19_08H00M23S",2023,7,19,8,"acari","manual",3,"DESCENT"
"scan108_2023-07-19_08H00M23S",2023,7,19,8,"background","auto",38,"DESCENT"
"scan108_2023-07-19_08H00M23S",2023,7,19,8,"background","manual",0,"DESCENT"
"scan108_2023-07-19_08H00M23S",2023,7,19,8,"collembola","auto",1,"DESCENT"
"scan108_2023-07-19_08H00M23S",2023,7,19,8,"collembola","manual",2,"DESCENT"
"scan108_2023-07-19_08H00M23S",2023,7,19,8,"julida","auto",2,"DESCENT"
"scan108_2023-07-19_08H00M23S",2023,7,19,8,"julida","manual",0,"DESCENT"
"scan108_2023-07-19_08H00M23S",2023,7,19,8,"symphyla","auto",5,"DESCENT"
"scan108_2023-07-19_08H00M23S",2023,7,19,8,"symphyla","manual",6,"DESCENT"
"scan108_2023-07-20_08H00M24S",2023,7,20,8,"acari","auto",1,"DESCENT"
"scan108_2023-07-20_08H00M24S",2023,7,20,8,"acari","manual",2,"DESCENT"
"scan108_2023-07-20_08H00M24S",2023,7,20,8,"background","auto",34,"DESCENT"
"scan108_2023-07-20_08H00M24S",2023,7,20,8,"background","manual",0,"DESCENT"
"scan108_2023-07-20_08H00M24S",2023,7,20,8,"collembola","auto",3,"DESCENT"
"scan108_2023-07-20_08H00M24S",2023,7,20,8,"collembola","manual",3,"DESCENT"
"scan108_2023-07-20_08H00M24S",2023,7,20,8,"julida","auto",1,"DESCENT"
"scan108_2023-07-20_08H00M24S",2023,7,20,8,"julida","manual",0,"DESCENT"
"scan108_2023-07-20_08H00M24S",2023,7,20,8,"multi_taxa","auto",1,"DESCENT"
"scan108_2023-07-20_08H00M24S",2023,7,20,8,"multi_taxa","manual",0,"DESCENT"
"scan108_2023-07-20_08H00M24S",2023,7,20,8,"symphyla","auto",7,"DESCENT"
"scan108_2023-07-20_08H00M24S",2023,7,20,8,"symphyla","manual",8,"DESCENT"
"scan108_2023-07-21_08H00M23S",2023,7,21,8,"background","auto",31,"DESCENT"
"scan108_2023-07-21_08H00M23S",2023,7,21,8,"background","manual",0,"DESCENT"
"scan108_2023-07-21_08H00M23S",2023,7,21,8,"collembola","auto",4,"DESCENT"
"scan108_2023-07-21_08H00M23S",2023,7,21,8,"collembola","manual",4,"DESCENT"
"scan108_2023-07-21_08H00M23S",2023,7,21,8,"formicidae","auto",1,"DESCENT"
"scan108_2023-07-21_08H00M23S",2023,7,21,8,"formicidae","manual",9,"DESCENT"
"scan108_2023-07-21_08H00M23S",2023,7,21,8,"julida","auto",2,"DESCENT"
"scan108_2023-07-21_08H00M23S",2023,7,21,8,"julida","manual",0,"DESCENT"
"scan108_2023-07-21_08H00M23S",2023,7,21,8,"multi_taxa","auto",1,"DESCENT"
"scan108_2023-07-21_08H00M23S",2023,7,21,8,"multi_taxa","manual",0,"DESCENT"
"scan108_2023-07-21_08H00M23S",2023,7,21,8,"symphyla","auto",4,"DESCENT"
"scan108_2023-07-21_08H00M23S",2023,7,21,8,"symphyla","manual",2,"DESCENT"
"scan108_2023-07-21_08H00M23S",2023,7,21,8,"unknown","auto",1,"DESCENT"
"scan108_2023-07-21_08H00M23S",2023,7,21,8,"unknown","manual",1,"DESCENT"
"scan108_2023-07-22_08H00M23S",2023,7,22,8,"acari","auto",1,"DESCENT"
"scan108_2023-07-22_08H00M23S",2023,7,22,8,"acari","manual",4,"DESCENT"
"scan108_2023-07-22_08H00M23S",2023,7,22,8,"background","auto",30,"DESCENT"
"scan108_2023-07-22_08H00M23S",2023,7,22,8,"background","manual",0,"DESCENT"
"scan108_2023-07-22_08H00M23S",2023,7,22,8,"collembola","auto",3,"DESCENT"
"scan108_2023-07-22_08H00M23S",2023,7,22,8,"collembola","manual",3,"DESCENT"
"scan108_2023-07-22_08H00M23S",2023,7,22,8,"formicidae","auto",1,"DESCENT"
"scan108_2023-07-22_08H00M23S",2023,7,22,8,"formicidae","manual",3,"DESCENT"
"scan108_2023-07-22_08H00M23S",2023,7,22,8,"multi_taxa","auto",1,"DESCENT"
"scan108_2023-07-22_08H00M23S",2023,7,22,8,"multi_taxa","manual",0,"DESCENT"
"scan108_2023-07-22_08H00M23S",2023,7,22,8,"symphyla","auto",3,"DESCENT"
"scan108_2023-07-22_08H00M23S",2023,7,22,8,"symphyla","manual",3,"DESCENT"
"scan108_2023-07-23_08H00M24S",2023,7,23,8,"background","auto",30,"DESCENT"
"scan108_2023-07-23_08H00M24S",2023,7,23,8,"background","manual",0,"DESCENT"
"scan108_2023-07-23_08H00M24S",2023,7,23,8,"collembola","auto",2,"DESCENT"
"scan108_2023-07-23_08H00M24S",2023,7,23,8,"collembola","manual",1,"DESCENT"
"scan108_2023-07-23_08H00M24S",2023,7,23,8,"julida","auto",1,"DESCENT"
"scan108_2023-07-23_08H00M24S",2023,7,23,8,"julida","manual",0,"DESCENT"
"scan108_2023-07-23_08H00M24S",2023,7,23,8,"multi_taxa","auto",1,"DESCENT"
"scan108_2023-07-23_08H00M24S",2023,7,23,8,"multi_taxa","manual",0,"DESCENT"
"scan108_2023-07-23_08H00M24S",2023,7,23,8,"symphyla","auto",5,"DESCENT"
"scan108_2023-07-23_08H00M24S",2023,7,23,8,"symphyla","manual",3,"DESCENT"
"scan108_2023-07-23_08H00M24S",2023,7,23,8,"unknown","auto",2,"DESCENT"
"scan108_2023-07-23_08H00M24S",2023,7,23,8,"unknown","manual",1,"DESCENT"
"scan108_2023-07-24_08H00M23S",2023,7,24,8,"background","auto",20,"DESCENT"
"scan108_2023-07-24_08H00M23S",2023,7,24,8,"background","manual",0,"DESCENT"
"scan108_2023-07-24_08H00M23S",2023,7,24,8,"collembola","auto",6,"DESCENT"
"scan108_2023-07-24_08H00M23S",2023,7,24,8,"collembola","manual",3,"DESCENT"
"scan108_2023-07-24_08H00M23S",2023,7,24,8,"symphyla","auto",4,"DESCENT"
"scan108_2023-07-24_08H00M23S",2023,7,24,8,"symphyla","manual",6,"DESCENT"
"scan108_2023-07-24_08H00M23S",2023,7,24,8,"unknown","auto",2,"DESCENT"
"scan108_2023-07-24_08H00M23S",2023,7,24,8,"unknown","manual",0,"DESCENT"
"scan108_2023-07-25_08H00M23S",2023,7,25,8,"background","auto",25,"DESCENT"
"scan108_2023-07-25_08H00M23S",2023,7,25,8,"background","manual",0,"DESCENT"
"scan108_2023-07-25_08H00M23S",2023,7,25,8,"collembola","auto",4,"DESCENT"
"scan108_2023-07-25_08H00M23S",2023,7,25,8,"collembola","manual",5,"DESCENT"
"scan108_2023-07-25_08H00M23S",2023,7,25,8,"symphyla","auto",4,"DESCENT"
"scan108_2023-07-25_08H00M23S",2023,7,25,8,"symphyla","manual",3,"DESCENT"
"scan108_2023-07-26_08H00M23S",2023,7,26,8,"acari","auto",1,"DESCENT"
"scan108_2023-07-26_08H00M23S",2023,7,26,8,"acari","manual",4,"DESCENT"
"scan108_2023-07-26_08H00M23S",2023,7,26,8,"background","auto",25,"DESCENT"
"scan108_2023-07-26_08H00M23S",2023,7,26,8,"background","manual",0,"DESCENT"
"scan108_2023-07-26_08H00M23S",2023,7,26,8,"collembola","auto",2,"DESCENT"
"scan108_2023-07-26_08H00M23S",2023,7,26,8,"collembola","manual",5,"DESCENT"
"scan108_2023-07-26_08H00M23S",2023,7,26,8,"symphyla","auto",4,"DESCENT"
"scan108_2023-07-26_08H00M23S",2023,7,26,8,"symphyla","manual",3,"DESCENT"
"scan108_2023-07-26_08H00M23S",2023,7,26,8,"unknown","auto",1,"DESCENT"
"scan108_2023-07-26_08H00M23S",2023,7,26,8,"unknown","manual",2,"DESCENT"
"scan108_2023-07-27_08H00M24S",2023,7,27,8,"acari","auto",2,"DESCENT"
"scan108_2023-07-27_08H00M24S",2023,7,27,8,"acari","manual",3,"DESCENT"
"scan108_2023-07-27_08H00M24S",2023,7,27,8,"background","auto",23,"DESCENT"
"scan108_2023-07-27_08H00M24S",2023,7,27,8,"background","manual",0,"DESCENT"
"scan108_2023-07-27_08H00M24S",2023,7,27,8,"collembola","auto",1,"DESCENT"
"scan108_2023-07-27_08H00M24S",2023,7,27,8,"collembola","manual",2,"DESCENT"
"scan108_2023-07-27_08H00M24S",2023,7,27,8,"julida","auto",2,"DESCENT"
"scan108_2023-07-27_08H00M24S",2023,7,27,8,"julida","manual",0,"DESCENT"
"scan108_2023-07-28_08H00M23S",2023,7,28,8,"background","auto",18,"DESCENT"
"scan108_2023-07-28_08H00M23S",2023,7,28,8,"background","manual",0,"DESCENT"
"scan108_2023-07-28_08H00M23S",2023,7,28,8,"collembola","auto",5,"DESCENT"
"scan108_2023-07-28_08H00M23S",2023,7,28,8,"collembola","manual",4,"DESCENT"
"scan108_2023-07-28_08H00M23S",2023,7,28,8,"symphyla","auto",2,"DESCENT"
"scan108_2023-07-28_08H00M23S",2023,7,28,8,"symphyla","manual",2,"DESCENT"
"scan108_2023-07-28_08H00M23S",2023,7,28,8,"unknown","auto",1,"DESCENT"
"scan108_2023-07-28_08H00M23S",2023,7,28,8,"unknown","manual",3,"DESCENT"
"scan108_2023-07-29_08H00M23S",2023,7,29,8,"acari","auto",2,"DESCENT"
"scan108_2023-07-29_08H00M23S",2023,7,29,8,"acari","manual",3,"DESCENT"
"scan108_2023-07-29_08H00M23S",2023,7,29,8,"background","auto",27,"DESCENT"
"scan108_2023-07-29_08H00M23S",2023,7,29,8,"background","manual",0,"DESCENT"
"scan108_2023-07-29_08H00M23S",2023,7,29,8,"collembola","auto",7,"DESCENT"
"scan108_2023-07-29_08H00M23S",2023,7,29,8,"collembola","manual",5,"DESCENT"
"scan108_2023-07-29_08H00M23S",2023,7,29,8,"symphyla","auto",2,"DESCENT"
"scan108_2023-07-29_08H00M23S",2023,7,29,8,"symphyla","manual",1,"DESCENT"
"scan108_2023-07-29_08H00M23S",2023,7,29,8,"unknown","auto",3,"DESCENT"
"scan108_2023-07-29_08H00M23S",2023,7,29,8,"unknown","manual",2,"DESCENT"
"scan108_2023-07-30_08H00M23S",2023,7,30,8,"acari","auto",2,"DESCENT"
"scan108_2023-07-30_08H00M23S",2023,7,30,8,"acari","manual",3,"DESCENT"
"scan108_2023-07-30_08H00M23S",2023,7,30,8,"background","auto",19,"DESCENT"
"scan108_2023-07-30_08H00M23S",2023,7,30,8,"background","manual",0,"DESCENT"
"scan108_2023-07-30_08H00M23S",2023,7,30,8,"collembola","auto",4,"DESCENT"
"scan108_2023-07-30_08H00M23S",2023,7,30,8,"collembola","manual",8,"DESCENT"
"scan108_2023-07-30_08H00M23S",2023,7,30,8,"julida","auto",1,"DESCENT"
"scan108_2023-07-30_08H00M23S",2023,7,30,8,"julida","manual",0,"DESCENT"
"scan108_2023-07-30_08H00M23S",2023,7,30,8,"unknown","auto",1,"DESCENT"
"scan108_2023-07-30_08H00M23S",2023,7,30,8,"unknown","manual",0,"DESCENT"
"scan108_2023-07-31_08H00M23S",2023,7,31,8,"acari","auto",4,"DESCENT"
"scan108_2023-07-31_08H00M23S",2023,7,31,8,"acari","manual",6,"DESCENT"
"scan108_2023-07-31_08H00M23S",2023,7,31,8,"background","auto",15,"DESCENT"
"scan108_2023-07-31_08H00M23S",2023,7,31,8,"background","manual",0,"DESCENT"
"scan108_2023-07-31_08H00M23S",2023,7,31,8,"collembola","auto",2,"DESCENT"
"scan108_2023-07-31_08H00M23S",2023,7,31,8,"collembola","manual",5,"DESCENT"
"scan108_2023-07-31_08H00M23S",2023,7,31,8,"julida","auto",1,"DESCENT"
"scan108_2023-07-31_08H00M23S",2023,7,31,8,"julida","manual",0,"DESCENT"
"scan108_2023-07-31_08H00M23S",2023,7,31,8,"symphyla","auto",2,"DESCENT"
"scan108_2023-07-31_08H00M23S",2023,7,31,8,"symphyla","manual",4,"DESCENT"
"scan108_2023-08-01_08H00M23S",2023,8,1,8,"background","auto",253,"DESCENT"
"scan108_2023-08-01_08H00M23S",2023,8,1,8,"background","manual",0,"DESCENT"
"scan108_2023-08-01_08H00M23S",2023,8,1,8,"collembola","auto",2,"DESCENT"
"scan108_2023-08-01_08H00M23S",2023,8,1,8,"collembola","manual",3,"DESCENT"
"scan108_2023-08-01_08H00M23S",2023,8,1,8,"symphyla","auto",1,"DESCENT"
"scan108_2023-08-01_08H00M23S",2023,8,1,8,"symphyla","manual",1,"DESCENT"
"scan108_2023-08-01_08H00M23S",2023,8,1,8,"unknown","auto",1,"DESCENT"
"scan108_2023-08-01_08H00M23S",2023,8,1,8,"unknown","manual",4,"DESCENT"
"scan108_2023-08-02_08H00M24S",2023,8,2,8,"acari","auto",3,"DESCENT"
"scan108_2023-08-02_08H00M24S",2023,8,2,8,"acari","manual",3,"DESCENT"
"scan108_2023-08-02_08H00M24S",2023,8,2,8,"background","auto",20,"DESCENT"
"scan108_2023-08-02_08H00M24S",2023,8,2,8,"background","manual",0,"DESCENT"
"scan108_2023-08-02_08H00M24S",2023,8,2,8,"collembola","auto",7,"DESCENT"
"scan108_2023-08-02_08H00M24S",2023,8,2,8,"collembola","manual",7,"DESCENT"
"scan108_2023-08-02_08H00M24S",2023,8,2,8,"julida","auto",1,"DESCENT"
"scan108_2023-08-02_08H00M24S",2023,8,2,8,"julida","manual",0,"DESCENT"
"scan108_2023-08-02_08H00M24S",2023,8,2,8,"symphyla","auto",6,"DESCENT"
"scan108_2023-08-02_08H00M24S",2023,8,2,8,"symphyla","manual",4,"DESCENT"
"scan108_2023-08-02_08H00M24S",2023,8,2,8,"unknown","auto",2,"DESCENT"
"scan108_2023-08-02_08H00M24S",2023,8,2,8,"unknown","manual",6,"DESCENT"
"scan108_2023-08-03_08H00M23S",2023,8,3,8,"background","auto",23,"DESCENT"
"scan108_2023-08-03_08H00M23S",2023,8,3,8,"background","manual",0,"DESCENT"
"scan108_2023-08-03_08H00M23S",2023,8,3,8,"collembola","auto",4,"DESCENT"
"scan108_2023-08-03_08H00M23S",2023,8,3,8,"collembola","manual",7,"DESCENT"
"scan108_2023-08-03_08H00M23S",2023,8,3,8,"enchytraeidae","auto",1,"DESCENT"
"scan108_2023-08-03_08H00M23S",2023,8,3,8,"enchytraeidae","manual",0,"DESCENT"
"scan108_2023-08-03_08H00M23S",2023,8,3,8,"insecta larva","auto",1,"DESCENT"
"scan108_2023-08-03_08H00M23S",2023,8,3,8,"insecta larva","manual",0,"DESCENT"
"scan108_2023-08-03_08H00M23S",2023,8,3,8,"julida","auto",1,"DESCENT"
"scan108_2023-08-03_08H00M23S",2023,8,3,8,"julida","manual",0,"DESCENT"
"scan108_2023-08-03_08H00M23S",2023,8,3,8,"symphyla","auto",4,"DESCENT"
"scan108_2023-08-03_08H00M23S",2023,8,3,8,"symphyla","manual",3,"DESCENT"
"scan108_2023-08-03_08H00M23S",2023,8,3,8,"unknown","auto",1,"DESCENT"
"scan108_2023-08-03_08H00M23S",2023,8,3,8,"unknown","manual",5,"DESCENT"
"scan108_2023-08-04_08H00M24S",2023,8,4,8,"background","auto",26,"DESCENT"
"scan108_2023-08-04_08H00M24S",2023,8,4,8,"background","manual",0,"DESCENT"
"scan108_2023-08-04_08H00M24S",2023,8,4,8,"collembola","auto",2,"DESCENT"
"scan108_2023-08-04_08H00M24S",2023,8,4,8,"collembola","manual",9,"DESCENT"
"scan108_2023-08-04_08H00M24S",2023,8,4,8,"multi_taxa","auto",1,"DESCENT"
"scan108_2023-08-04_08H00M24S",2023,8,4,8,"multi_taxa","manual",0,"DESCENT"
"scan108_2023-08-04_08H00M24S",2023,8,4,8,"symphyla","auto",2,"DESCENT"
"scan108_2023-08-04_08H00M24S",2023,8,4,8,"symphyla","manual",0,"DESCENT"
"scan108_2023-08-04_08H00M24S",2023,8,4,8,"unknown","auto",3,"DESCENT"
"scan108_2023-08-04_08H00M24S",2023,8,4,8,"unknown","manual",6,"DESCENT"
"scan108_2023-08-05_08H00M24S",2023,8,5,8,"background","auto",26,"DESCENT"
"scan108_2023-08-05_08H00M24S",2023,8,5,8,"background","manual",0,"DESCENT"
"scan108_2023-08-05_08H00M24S",2023,8,5,8,"enchytraeidae","auto",1,"DESCENT"
"scan108_2023-08-05_08H00M24S",2023,8,5,8,"enchytraeidae","manual",0,"DESCENT"
"scan108_2023-08-05_08H00M24S",2023,8,5,8,"julida","auto",1,"DESCENT"
"scan108_2023-08-05_08H00M24S",2023,8,5,8,"julida","manual",0,"DESCENT"
"scan108_2023-08-05_08H00M24S",2023,8,5,8,"symphyla","auto",1,"DESCENT"
"scan108_2023-08-05_08H00M24S",2023,8,5,8,"symphyla","manual",1,"DESCENT"
"scan108_2023-08-05_08H00M24S",2023,8,5,8,"unknown","auto",3,"DESCENT"
"scan108_2023-08-05_08H00M24S",2023,8,5,8,"unknown","manual",6,"DESCENT"
"scan108_2023-08-06_08H00M23S",2023,8,6,8,"background","auto",21,"DESCENT"
"scan108_2023-08-06_08H00M23S",2023,8,6,8,"background","manual",0,"DESCENT"
"scan108_2023-08-06_08H00M23S",2023,8,6,8,"collembola","auto",3,"DESCENT"
"scan108_2023-08-06_08H00M23S",2023,8,6,8,"collembola","manual",10,"DESCENT"
"scan108_2023-08-06_08H00M23S",2023,8,6,8,"julida","auto",1,"DESCENT"
"scan108_2023-08-06_08H00M23S",2023,8,6,8,"julida","manual",0,"DESCENT"
"scan108_2023-08-06_08H00M23S",2023,8,6,8,"symphyla","auto",1,"DESCENT"
"scan108_2023-08-06_08H00M23S",2023,8,6,8,"symphyla","manual",2,"DESCENT"
"scan108_2023-08-06_08H00M23S",2023,8,6,8,"unknown","auto",2,"DESCENT"
"scan108_2023-08-06_08H00M23S",2023,8,6,8,"unknown","manual",2,"DESCENT"
"scan108_2023-08-07_08H00M23S",2023,8,7,8,"acari","auto",2,"DESCENT"
"scan108_2023-08-07_08H00M23S",2023,8,7,8,"acari","manual",4,"DESCENT"
"scan108_2023-08-07_08H00M23S",2023,8,7,8,"background","auto",27,"DESCENT"
"scan108_2023-08-07_08H00M23S",2023,8,7,8,"background","manual",0,"DESCENT"
"scan108_2023-08-07_08H00M23S",2023,8,7,8,"collembola","auto",5,"DESCENT"
"scan108_2023-08-07_08H00M23S",2023,8,7,8,"collembola","manual",7,"DESCENT"
"scan108_2023-08-07_08H00M23S",2023,8,7,8,"julida","auto",2,"DESCENT"
"scan108_2023-08-07_08H00M23S",2023,8,7,8,"julida","manual",0,"DESCENT"
"scan108_2023-08-07_08H00M23S",2023,8,7,8,"symphyla","auto",1,"DESCENT"
"scan108_2023-08-07_08H00M23S",2023,8,7,8,"symphyla","manual",3,"DESCENT"
"scan108_2023-08-07_08H00M23S",2023,8,7,8,"unknown","auto",1,"DESCENT"
"scan108_2023-08-07_08H00M23S",2023,8,7,8,"unknown","manual",4,"DESCENT"
"scan108_2023-08-08_08H00M23S",2023,8,8,8,"acari","auto",1,"DESCENT"
"scan108_2023-08-08_08H00M23S",2023,8,8,8,"acari","manual",2,"DESCENT"
"scan108_2023-08-08_08H00M23S",2023,8,8,8,"background","auto",19,"DESCENT"
"scan108_2023-08-08_08H00M23S",2023,8,8,8,"background","manual",0,"DESCENT"
"scan108_2023-08-08_08H00M23S",2023,8,8,8,"collembola","auto",2,"DESCENT"
"scan108_2023-08-08_08H00M23S",2023,8,8,8,"collembola","manual",6,"DESCENT"
"scan108_2023-08-08_08H00M23S",2023,8,8,8,"julida","auto",3,"DESCENT"
"scan108_2023-08-08_08H00M23S",2023,8,8,8,"julida","manual",0,"DESCENT"
"scan108_2023-08-08_08H00M23S",2023,8,8,8,"symphyla","auto",3,"DESCENT"
"scan108_2023-08-08_08H00M23S",2023,8,8,8,"symphyla","manual",3,"DESCENT"
"scan108_2023-08-09_08H00M24S",2023,8,9,8,"background","auto",26,"DESCENT"
"scan108_2023-08-09_08H00M24S",2023,8,9,8,"background","manual",0,"DESCENT"
"scan108_2023-08-09_08H00M24S",2023,8,9,8,"collembola","auto",2,"DESCENT"
"scan108_2023-08-09_08H00M24S",2023,8,9,8,"collembola","manual",9,"DESCENT"
"scan108_2023-08-09_08H00M24S",2023,8,9,8,"julida","auto",4,"DESCENT"
"scan108_2023-08-09_08H00M24S",2023,8,9,8,"julida","manual",0,"DESCENT"
"scan108_2023-08-09_08H00M24S",2023,8,9,8,"symphyla","auto",2,"DESCENT"
"scan108_2023-08-09_08H00M24S",2023,8,9,8,"symphyla","manual",3,"DESCENT"
"scan108_2023-08-10_08H00M23S",2023,8,10,8,"acari","auto",1,"DESCENT"
"scan108_2023-08-10_08H00M23S",2023,8,10,8,"acari","manual",5,"DESCENT"
"scan108_2023-08-10_08H00M23S",2023,8,10,8,"background","auto",21,"DESCENT"
"scan108_2023-08-10_08H00M23S",2023,8,10,8,"background","manual",0,"DESCENT"
"scan108_2023-08-10_08H00M23S",2023,8,10,8,"collembola","auto",2,"DESCENT"
"scan108_2023-08-10_08H00M23S",2023,8,10,8,"collembola","manual",14,"DESCENT"
"scan108_2023-08-10_08H00M23S",2023,8,10,8,"julida","auto",1,"DESCENT"
"scan108_2023-08-10_08H00M23S",2023,8,10,8,"julida","manual",0,"DESCENT"
"scan108_2023-08-10_08H00M23S",2023,8,10,8,"symphyla","auto",3,"DESCENT"
"scan108_2023-08-10_08H00M23S",2023,8,10,8,"symphyla","manual",3,"DESCENT"
"scan108_2023-08-11_08H00M23S",2023,8,11,8,"background","auto",26,"DESCENT"
"scan108_2023-08-11_08H00M23S",2023,8,11,8,"background","manual",0,"DESCENT"
"scan108_2023-08-11_08H00M23S",2023,8,11,8,"collembola","auto",1,"DESCENT"
"scan108_2023-08-11_08H00M23S",2023,8,11,8,"collembola","manual",15,"DESCENT"
"scan108_2023-08-11_08H00M23S",2023,8,11,8,"julida","auto",1,"DESCENT"
"scan108_2023-08-11_08H00M23S",2023,8,11,8,"julida","manual",0,"DESCENT"
"scan108_2023-08-11_08H00M23S",2023,8,11,8,"symphyla","auto",1,"DESCENT"
"scan108_2023-08-11_08H00M23S",2023,8,11,8,"symphyla","manual",1,"DESCENT"
"scan108_2023-08-11_08H00M23S",2023,8,11,8,"unknown","auto",1,"DESCENT"
"scan108_2023-08-11_08H00M23S",2023,8,11,8,"unknown","manual",3,"DESCENT"
"scan108_2023-08-12_08H00M28S",2023,8,12,8,"acari","auto",1,"DESCENT"
"scan108_2023-08-12_08H00M28S",2023,8,12,8,"acari","manual",3,"DESCENT"
"scan108_2023-08-12_08H00M28S",2023,8,12,8,"background","auto",30,"DESCENT"
"scan108_2023-08-12_08H00M28S",2023,8,12,8,"background","manual",0,"DESCENT"
"scan108_2023-08-12_08H00M28S",2023,8,12,8,"collembola","auto",2,"DESCENT"
"scan108_2023-08-12_08H00M28S",2023,8,12,8,"collembola","manual",28,"DESCENT"
"scan108_2023-08-12_08H00M28S",2023,8,12,8,"symphyla","auto",1,"DESCENT"
"scan108_2023-08-12_08H00M28S",2023,8,12,8,"symphyla","manual",2,"DESCENT"
"scan108_2023-08-13_08H00M24S",2023,8,13,8,"background","auto",18,"DESCENT"
"scan108_2023-08-13_08H00M24S",2023,8,13,8,"background","manual",0,"DESCENT"
"scan108_2023-08-13_08H00M24S",2023,8,13,8,"collembola","auto",2,"DESCENT"
"scan108_2023-08-13_08H00M24S",2023,8,13,8,"collembola","manual",19,"DESCENT"
"scan108_2023-08-13_08H00M24S",2023,8,13,8,"symphyla","auto",2,"DESCENT"
"scan108_2023-08-13_08H00M24S",2023,8,13,8,"symphyla","manual",2,"DESCENT"
"scan108_2023-08-14_08H00M23S",2023,8,14,8,"background","auto",19,"DESCENT"
"scan108_2023-08-14_08H00M23S",2023,8,14,8,"background","manual",0,"DESCENT"
"scan108_2023-08-14_08H00M23S",2023,8,14,8,"collembola","auto",2,"DESCENT"
"scan108_2023-08-14_08H00M23S",2023,8,14,8,"collembola","manual",16,"DESCENT"
"scan108_2023-08-15_08H00M24S",2023,8,15,8,"background","auto",16,"DESCENT"
"scan108_2023-08-15_08H00M24S",2023,8,15,8,"background","manual",0,"DESCENT"
"scan108_2023-08-15_08H00M24S",2023,8,15,8,"insecta larva","auto",1,"DESCENT"
"scan108_2023-08-15_08H00M24S",2023,8,15,8,"insecta larva","manual",0,"DESCENT"
"scan108_2023-08-15_08H00M24S",2023,8,15,8,"julida","auto",1,"DESCENT"
"scan108_2023-08-15_08H00M24S",2023,8,15,8,"julida","manual",0,"DESCENT"
"scan108_2023-08-15_08H00M24S",2023,8,15,8,"symphyla","auto",1,"DESCENT"
"scan108_2023-08-15_08H00M24S",2023,8,15,8,"symphyla","manual",3,"DESCENT"
"scan108_2023-08-15_08H00M24S",2023,8,15,8,"unknown","auto",1,"DESCENT"
"scan108_2023-08-15_08H00M24S",2023,8,15,8,"unknown","manual",3,"DESCENT"
"scan108_2023-08-16_08H00M23S",2023,8,16,8,"acari","auto",1,"DESCENT"
"scan108_2023-08-16_08H00M23S",2023,8,16,8,"acari","manual",1,"DESCENT"
