taxon,resolution,frequence,run_id,curve_type,AIC,param_a,param_b,param_c
Total,600,360,BAC03_2_600_360_run01,logarithmic,84.19116005134696,-9.429644676653986,27.923522757509343,NA
Total,1200,15,BAC01_2_1200_15_run01,power,-21.24898092354727,10.872534086089932,0.887094031873634,NA
Total,1200,15,BAC01_2_1200_15_run01,logistic,53.073754250520096,138.81107771453554,7.954493268846577,3.38862086628745
Total,1200,15,BAC01_2_1200_15_run01,linear,54.32461416607328,0.8000000000000338,8.699999999999998,NA
Total,1200,15,BAC01_2_1200_15_run01,logarithmic,88.64117089010558,-4.293174509281666,36.008103911317725,NA
Total,1200,15,BAC01_3_1200_15_run01,power,-45.2747202534594,63.86577584444797,0.9962503203127734,NA
Total,1200,15,BAC01_3_1200_15_run01,asymp_exponential,73.63421053562534,4552.429111707509,0.01470920889113283,NA
Total,1200,15,BAC01_3_1200_15_run01,michaelis_menten,73.7700459784645,8841.643079926404,131.9769608291329,NA
Total,1200,15,BAC01_3_1200_15_run01,linear,81.91454332971578,8.836363636363835,61.754545454545436,NA
Total,1200,15,BAC01_3_1200_15_run01,logistic,95.91154614564206,746.8366109801101,5.870481752390351,2.529694165819054
Total,1200,15,BAC01_3_1200_15_run01,logarithmic,126.28807682958721,-39.08675310805818,262.9912766203442,NA
Total,1200,15,BAC01_4_1200_15_run01,power,-40.28178128214457,15.309711202483042,0.7978251314563343,NA
Total,1200,15,BAC01_4_1200_15_run01,linear,48.77059860431298,8.963636363636388,8.899999999999999,NA
Total,1200,15,BAC01_4_1200_15_run01,michaelis_menten,59.046281968059716,422.7703506997284,33.50592409996082,NA
Total,1200,15,BAC01_4_1200_15_run01,logistic,63.564734768088115,134.38540245073352,6.574761353708433,3.40269078452076
Total,1200,15,BAC01_4_1200_15_run01,logarithmic,84.04935933775045,2.0875677827004484,37.88281866763096,NA
Total,1200,15,BAC02_1_1200_15_run01,power,-13.16419799842435,4.916140764638684,1.140575958377477,NA
Total,1200,15,BAC02_1_1200_15_run01,linear,43.772836534927755,-0.7999999999999824,6.527272727272725,NA
Total,1200,15,BAC02_1_1200_15_run01,michaelis_menten,44.56426742070812,10297.981223404477,1594.7107679892704,NA
Total,1200,15,BAC02_1_1200_15_run01,logistic,55.03028175561275,77.28170635764607,6.022861688803658,2.468211851357504
Total,1200,15,BAC02_1_1200_15_run01,logarithmic,76.7347245248478,-5.9530327815878366,27.852518930090056,NA
Total,1200,15,BAC02_2_1200_15_run01,power,-37.40702179421144,19.074126193442293,1.0216638849190667,NA
Total,1200,15,BAC02_2_1200_15_run01,asymp_exponential,55.62632874997527,1531.2422129440843,0.013673442007662453,NA
Total,1200,15,BAC02_2_1200_15_run01,michaelis_menten,55.699779156201956,2986.559009326628,142.60398431901183,NA
Total,1200,15,BAC02_2_1200_15_run01,linear,61.0850660603157,1.7454545454546053,19.52727272727272,NA
Total,1200,15,BAC02_2_1200_15_run01,logistic,73.71289571178285,230.7368358856683,5.768363393520466,2.4492848408577346
Total,1200,15,BAC02_2_1200_15_run01,logarithmic,100.63996566244467,-13.641351608094169,83.30643481583873,NA
Total,1200,15,BAC02_3_1200_15_run01,power,-30.266499658769604,15.059792324631456,1.0969486647839102,NA
Total,1200,15,BAC02_3_1200_15_run01,linear,64.61934514139708,-5.254545454545415,19.027272727272724,NA
Total,1200,15,BAC02_3_1200_15_run01,logistic,69.4252424716473,223.2651795042538,6.147317555829822,2.4072410850832706
Total,1200,15,BAC02_3_1200_15_run01,logarithmic,102.59107749932261,-18.796031188744827,80.26120643326244,NA
Total,1200,15,BAC02_4_1200_15_run01,power,-32.23052508080801,32.41275051249554,0.9493934077474834,NA
Total,1200,15,BAC02_4_1200_15_run01,michaelis_menten,71.51483112497861,1301.863065785398,36.784926112324044,NA
Total,1200,15,BAC02_4_1200_15_run01,logistic,78.21321939034249,306.529426586078,5.023991493340776,2.2321913498125823
Total,1200,15,BAC02_4_1200_15_run01,linear,85.6966553219981,14.454545454545526,26.863636363636356,NA
Total,1200,15,BAC02_4_1200_15_run01,logarithmic,104.34583996879955,-9.747928341613536,116.5119040137607,NA
Total,1200,15,BAC03_1_1200_15_run01,power,-6.630159623475052,5.364180907069331,1.0215036135709572,NA
Total,1200,15,BAC03_1_1200_15_run01,asymp_exponential,43.12108095879677,123.45126613861427,0.054696121929492816,NA
Total,1200,15,BAC03_1_1200_15_run01,michaelis_menten,43.16591887862775,218.41543719195874,31.986055147125423,NA
Total,1200,15,BAC03_1_1200_15_run01,linear,52.168725971704596,3.254545454545467,4.972727272727272,NA
Total,1200,15,BAC03_1_1200_15_run01,logistic,56.49869388206149,59.39905077536161,5.189073656401452,2.464872440724919
Total,1200,15,BAC03_1_1200_15_run01,logarithmic,64.89263616242945,-1.5182204270787771,21.751441469909665,NA
Total,1200,15,BAC03_2_1200_15_run01,power,-32.21511801532286,13.920768331021396,0.9806188993720882,NA
Total,1200,15,BAC03_2_1200_15_run01,michaelis_menten,61.94877690594142,2611.600565624547,187.53894113049228,NA
Total,1200,15,BAC03_2_1200_15_run01,asymp_exponential,61.96364558550284,1356.1335065491103,0.010258315390875268,NA
Total,1200,15,BAC03_2_1200_15_run01,linear,61.97032615965463,2.145454545454592,13.036363636363632,NA
Total,1200,15,BAC03_2_1200_15_run01,logistic,76.51534549289428,173.41111360758583,6.515500699519246,2.9197345201977836
Total,1200,15,BAC03_2_1200_15_run01,logarithmic,93.10919526467319,-7.754250676518809,55.38108265363505,NA
Total,1200,15,BAC03_4_1200_15_run01,power,-25.034514604555266,11.486383082623886,1.0707417496478036,NA
Total,1200,15,BAC03_4_1200_15_run01,logistic,62.62269465918814,238.29983252049286,8.63603679807401,3.1624938324628205
Total,1200,15,BAC03_4_1200_15_run01,linear,74.04451988714395,-9.399999999999975,14.899999999999999,NA
Total,1200,15,BAC03_4_1200_15_run01,logarithmic,102.3146231239677,-17.027878571917753,60.98091027136797,NA
Total,1200,60,BAC01_1_1200_60_run01,power,-12.470945301224688,11.170189665931328,0.8037362584441021,NA
Total,1200,60,BAC01_1_1200_60_run01,logistic,40.54909216480355,138.65169350085313,8.96148068811064,3.761382719530307
Total,1200,60,BAC01_1_1200_60_run01,linear,60.53154371820166,1.8909090909091086,7.472727272727272,NA
Total,1200,60,BAC01_1_1200_60_run01,logarithmic,87.58261581402266,-1.7935963552616645,30.49481043345397,NA
Total,1200,60,BAC01_2_1200_60_run01,power,-5.630970578853091,15.223644516284752,1.0109320212555866,NA
Total,1200,60,BAC01_2_1200_60_run01,linear,98.85356592636259,-17.65454545454537,19.01818181818181,NA
Total,1200,60,BAC01_2_1200_60_run01,logarithmic,113.67211570563367,-22.995819158878106,75.07318590887543,NA
Total,1200,60,BAC01_3_1200_60_run01,power,-24.52590058478154,35.53674671872575,1.1937494641544566,NA
Total,1200,60,BAC01_3_1200_60_run01,logistic,90.49278735998779,616.0768346168575,5.896501383097474,2.106833776168094
Total,1200,60,BAC01_3_1200_60_run01,linear,91.41637239088197,-31.76363636363608,57.26363636363633,NA
Total,1200,60,BAC01_3_1200_60_run01,logarithmic,126.75096676832345,-72.86645915080443,241.7698904579843,NA
Total,1200,60,BAC01_4_1200_60_run01,power,-23.249407521394442,40.43181095848838,0.9004740472465983,NA
Total,1200,60,BAC01_4_1200_60_run01,asymp_exponential,48.35210923025812,532.0566329513077,0.08005466545652996,NA
Total,1200,60,BAC01_4_1200_60_run01,michaelis_menten,49.15079505281274,941.4651342725653,21.87242854494345,NA
Total,1200,60,BAC01_4_1200_60_run01,logistic,55.52367381776304,262.2445531455374,3.63137801222632,1.7010204793182078
Total,1200,60,BAC01_4_1200_60_run01,linear,61.42676061508419,17.64285714285712,30.35714285714286,NA
Total,1200,60,BAC01_4_1200_60_run01,logarithmic,71.5124564832201,16.321991883856793,104.05142701227393,NA
Total,1200,60,BAC02_2_1200_60_run01,power,-18.667775674002918,5.751620627383362,1.3146987204519784,NA
Total,1200,60,BAC02_2_1200_60_run01,logistic,62.74118014777303,159.81817485904335,7.241008371985688,2.283983651017854
Total,1200,60,BAC02_2_1200_60_run01,linear,71.70744407404479,-15.26666666666664,13.321212121212117,NA
Total,1200,60,BAC02_2_1200_60_run01,logarithmic,90.77847227166248,-18.000508327383763,50.31675873503286,NA
Total,1200,60,BAC02_3_1200_60_run01,power,-34.378477173756224,25.036167373757984,1.1403439429923483,NA
Total,1200,60,BAC02_3_1200_60_run01,linear,75.43710928679201,-19.333333333333275,36.133333333333326,NA
Total,1200,60,BAC02_3_1200_60_run01,logistic,85.02602870080558,445.01465521742233,6.781006869015704,2.5989091646631817
Total,1200,60,BAC02_3_1200_60_run01,logarithmic,106.41636991400358,-32.164024812328606,140.06769464802204,NA
Total,1200,60,BAC02_4_1200_60_run01,power,-32.78121512077832,32.77624269031585,0.900289510993612,NA
Total,1200,60,BAC02_4_1200_60_run01,michaelis_menten,55.32886192493896,1067.5853909268615,32.188996754383346,NA
Total,1200,60,BAC02_4_1200_60_run01,linear,77.09627037184441,18.218181818181886,23.872727272727268,NA
Total,1200,60,BAC02_4_1200_60_run01,logistic,79.92165918100203,293.2808280146128,5.278948521302654,2.5501269748218
Total,1200,60,BAC02_4_1200_60_run01,logarithmic,101.79060737731194,-2.85385538845151,103.2659478503604,NA
Total,1200,60,BAC03_2_1200_60_run01,power,-29.898019889686985,12.997123524168796,0.948742278902879,NA
Total,1200,60,BAC03_2_1200_60_run01,asymp_exponential,54.063508067918946,516.8835067994273,0.02493047029191852,NA
Total,1200,60,BAC03_2_1200_60_run01,michaelis_menten,54.11556521434536,977.3837532709659,75.68742056028627,NA
Total,1200,60,BAC03_2_1200_60_run01,linear,56.86370460553492,3.8545454545454776,11.099999999999998,NA
Total,1200,60,BAC03_2_1200_60_run01,logistic,59.84991641607759,137.64324067715407,5.821108230681693,2.6037755289411564
Total,1200,60,BAC03_2_1200_60_run01,logarithmic,88.68808775077392,-4.844703975303538,47.32471574733535,NA
Total,1200,60,BAC03_3_1200_60_run01,power,-54.15315392389864,40.70505705302088,0.9911161911394795,NA
Total,1200,60,BAC03_3_1200_60_run01,linear,72.83497826768574,-1.999999999999849,40.40909090909089,NA
Total,1200,60,BAC03_3_1200_60_run01,logistic,92.32896362202386,559.98314230094,7.052800682715468,2.9942995334682343
Total,1200,60,BAC03_3_1200_60_run01,logarithmic,119.92430174643796,-29.344898162817255,169.5658598811949,NA
Total,1200,60,BAC03_4_1200_60_run01,power,-22.721204318268434,14.688879037920623,0.9385356690668378,NA
Total,1200,60,BAC03_4_1200_60_run01,asymp_exponential,50.99699358409914,260.164772311628,0.06252380005199504,NA
Total,1200,60,BAC03_4_1200_60_run01,michaelis_menten,51.54377289032438,454.94164353037803,27.59801957500552,NA
Total,1200,60,BAC03_4_1200_60_run01,linear,68.93929343889371,8.963636363636406,11.445454545454542,NA
Total,1200,60,BAC03_4_1200_60_run01,logistic,69.47298943653848,134.93998021911537,4.960678560063675,2.366897797757885
Total,1200,60,BAC03_4_1200_60_run01,logarithmic,83.1641044760207,-1.9479859765081535,50.0178521284534,NA
Total,1200,360,BAC01_1_1200_360_run01,power,-31.386100286356957,11.527751977135594,0.9652674914130543,NA
Total,1200,360,BAC01_1_1200_360_run01,linear,56.59376187178119,1.581818181818229,10.509090909090904,NA
Total,1200,360,BAC01_1_1200_360_run01,michaelis_menten,57.478925637319136,7152.019225124759,658.8502351583052,NA
Total,1200,360,BAC01_1_1200_360_run01,logistic,66.76967081033109,147.58939764064874,6.937178485931826,3.0571854894276544
Total,1200,360,BAC01_1_1200_360_run01,logarithmic,89.74718244469572,-5.891406548888638,44.32589569727336,NA
Total,1200,360,BAC01_2_1200_360_run01,power,-24.225100636034064,20.183489157312096,1.0584289878330497,NA
Total,1200,360,BAC01_2_1200_360_run01,logistic,63.0429002701868,266.2998727225962,5.831442900444959,2.1720801618969636
Total,1200,360,BAC01_2_1200_360_run01,linear,80.73108547785502,-7.290909090909026,23.972727272727266,NA
Total,1200,360,BAC01_2_1200_360_run01,logarithmic,108.65716618056103,-23.985461361615382,100.89184183753575,NA
Total,1200,360,BAC01_4_1200_360_run02,power,-23.222785507356758,65.35559914522884,0.9369375669845922,NA
Total,1200,360,BAC01_4_1200_360_run02,michaelis_menten,63.853482088274646,5763.223359292587,92.08381506572076,NA
Total,1200,360,BAC01_4_1200_360_run02,linear,63.91805911333829,10.750000000000005,56.66666666666667,NA
Total,1200,360,BAC01_4_1200_360_run02,logistic,70.48462053184019,537.6580636425992,4.5499244354099835,2.0501740212988673
Total,1200,360,BAC01_4_1200_360_run02,logarithmic,86.50796166226361,14.39572403838847,189.6190009314107,NA
Total,1200,360,BAC02_1_1200_360_run01,power,-26.50463606964727,11.153918381850179,1.0356533717091208,NA
Total,1200,360,BAC02_1_1200_360_run01,asymp_exponential,54.633658478584834,700.0864965196822,0.018242614870882735,NA
Total,1200,360,BAC02_1_1200_360_run01,michaelis_menten,54.68051513085191,1349.8725905686956,105.61612810970423,NA
Total,1200,360,BAC02_1_1200_360_run01,linear,58.49889898405822,1.5636363636364077,11.618181818181814,NA
Total,1200,360,BAC02_1_1200_360_run01,logistic,67.1217726502436,135.87011603025604,5.643616811479473,2.4108607296091797
Total,1200,360,BAC02_1_1200_360_run01,logarithmic,88.6026497399689,-7.907084018551381,49.76360442713818,NA
Total,1200,360,BAC02_2_1200_360_run01,power,-20.138422513204077,14.634404334182943,0.9383301244570383,NA
Total,1200,360,BAC02_2_1200_360_run01,logistic,69.73029088002808,226.81130043654255,8.618658048018327,3.482340706084255
Total,1200,360,BAC02_2_1200_360_run01,linear,73.58274020347072,-1.2181818181817652,13.309090909090903,NA
Total,1200,360,BAC02_2_1200_360_run01,logarithmic,99.05724438616036,-8.74376310398511,54.91740875592196,NA
Total,1200,360,BAC02_3_1200_360_run01,power,-6.022235149935929,92.90837765716577,1.3717752510960484,NA
Total,1200,360,BAC02_3_1200_360_run01,logistic,140.95803721902564,2790.331661134886,7.017162245284373,2.2053305650859696
Total,1200,360,BAC02_3_1200_360_run01,linear,144.0735162164056,-284.290909090908,243.3363636363635,NA
Total,1200,360,BAC02_3_1200_360_run01,logarithmic,164.33019020288603,-414.7327034142491,999.5858769951385,NA
Total,1200,360,BAC03_1_1200_360_run01,power,-5.4198480989215945,12.451355166925051,0.8582710641855514,NA
Total,1200,360,BAC03_1_1200_360_run01,logistic,55.89113027565529,113.99196868697483,5.9007234784566664,2.4051342337735533
Total,1200,360,BAC03_1_1200_360_run01,linear,69.14077349805777,1.218181818181851,9.463636363636361,NA
Total,1200,360,BAC03_1_1200_360_run01,michaelis_menten,69.29301279513638,5494.488181609255,562.4020694294456,NA
Total,1200,360,BAC03_1_1200_360_run01,logarithmic,91.30090682023624,-4.439813266466431,39.24270741775638,NA
Total,1200,360,BAC03_4_1200_360_run02,power,-13.14612053696521,21.47049747478172,1.1403754114112037,NA
Total,1200,360,BAC03_4_1200_360_run02,linear,72.67063707155955,-9.027777777777752,29.183333333333326,NA
Total,1200,360,BAC03_4_1200_360_run02,logistic,78.21845996985654,353.72656933850254,6.444481674001564,2.5872856986224195
